2021-06-07 23:47:34,445 : Flow Logger HTML_f : Starting HTML Conversion To Json | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:44:36,534 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12014' | prevHeadingCurrId :- '12011' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:37,521 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.3 Gegenanzeigen' | Qrd txt :- '4.3 Gegenanzeigen' | Matched :- 'True'
2021-06-08 01:44:37,529 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12016' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:37,538 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12016' | prevHeadingCurrId :- '12011' | prevHeadingFoundId :- '12011'
2021-06-08 01:44:40,859 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.4 Besondere Warnhinweise und Vorsichtsmaßnahmen für die Anwendung' | Qrd txt :- '4.4 Besondere Warnhinweise und Vorsichtsmaßnahmen für die Anwendung' | Matched :- 'True'
2021-06-08 01:44:40,867 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12017' | prevHeadingCurrId :- '12016' | prevHeadingFoundId :- '12016'
2021-06-08 01:44:50,322 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen' | Qrd txt :- '4.5 Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen' | Matched :- 'True'
2021-06-08 01:44:50,334 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12020' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12017'
2021-06-08 01:44:50,346 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12020' | prevHeadingCurrId :- '12017' | prevHeadingFoundId :- '12017'
2021-06-08 01:44:50,580 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.6 Fertilität, Schwangerschaft und Stillzeit' | Qrd txt :- '4.6 Fertilität, Schwangerschaft und Stillzeit' | Matched :- 'True'
2021-06-08 01:44:50,596 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12022' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12020'
2021-06-08 01:44:50,600 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12022' | prevHeadingCurrId :- '12020' | prevHeadingFoundId :- '12020'
2021-06-08 01:44:50,732 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Schwangerschaft' | Qrd txt :- 'Schwangerschaft' | Matched :- 'True'
2021-06-08 01:44:50,748 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12023' | prevHeadingCurrId :- '12022' | prevHeadingFoundId :- '12022'
2021-06-08 01:44:51,369 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Stillzeit' | Qrd txt :- 'Stillzeit' | Matched :- 'True'
2021-06-08 01:44:51,378 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12024' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12022'
2021-06-08 01:44:51,386 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12024' | prevHeadingCurrId :- '12022' | prevHeadingFoundId :- '12022'
2021-06-08 01:44:51,874 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Fertilität' | Qrd txt :- 'Fertilität' | Matched :- 'True'
2021-06-08 01:44:51,882 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12025' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12022'
2021-06-08 01:44:51,890 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12025' | prevHeadingCurrId :- '12022' | prevHeadingFoundId :- '12022'
2021-06-08 01:44:52,472 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.7 Auswirkungen auf die Verkehrstüchtigkeit und die Fähigkeit zum Bedienen von Maschinen' | Qrd txt :- '4.7 Auswirkungen auf die Verkehrstüchtigkeit und die Fähigkeit zum Bedienen von Maschinen' | Matched :- 'True'
2021-06-08 01:44:52,480 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12026' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12022'
2021-06-08 01:44:52,488 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12026' | prevHeadingCurrId :- '12022' | prevHeadingFoundId :- '12022'
2021-06-08 01:44:52,827 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.8 Nebenwirkungen' | Qrd txt :- '4.8 Nebenwirkungen' | Matched :- 'True'
2021-06-08 01:44:52,835 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12027' | prevHeadingCurrId :- '12026' | prevHeadingFoundId :- '12026'
2021-06-08 01:44:55,290 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Meldung des Verdachts auf Nebenwirkungen' | Qrd txt :- 'Meldung des Verdachts auf Nebenwirkungen' | Matched :- 'True'
2021-06-08 01:44:55,298 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12029' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12027'
2021-06-08 01:44:55,306 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12029' | prevHeadingCurrId :- '12027' | prevHeadingFoundId :- '12027'
2021-06-08 01:44:55,688 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '4.9 Überdosierung' | Qrd txt :- '4.9 Überdosierung' | Matched :- 'True'
2021-06-08 01:44:55,696 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12030' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12027'
2021-06-08 01:44:55,704 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12030' | prevHeadingCurrId :- '12027' | prevHeadingFoundId :- '12027'
2021-06-08 01:44:56,227 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '5. PHARMAKOLOGISCHE EIGENSCHAFTEN' | Qrd txt :- '5. PHARMAKOLOGISCHE EIGENSCHAFTEN' | Matched :- 'True'
2021-06-08 01:44:56,235 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12032' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12030'
2021-06-08 01:44:56,243 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12032' | prevHeadingCurrId :- '12030' | prevHeadingFoundId :- '12030'
2021-06-08 01:44:56,472 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '5.1 Pharmakodynamische Eigenschaften' | Qrd txt :- '5.1 Pharmakodynamische Eigenschaften' | Matched :- 'True'
2021-06-08 01:44:56,480 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12033' | prevHeadingCurrId :- '12032' | prevHeadingFoundId :- '12032'
2021-06-08 01:44:57,146 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Pharmakodynamische Wirkungen' | Qrd txt :- 'Pharmakodynamische Wirkungen' | Matched :- 'True'
2021-06-08 01:44:57,154 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12035' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12033'
2021-06-08 01:44:57,170 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12035' | prevHeadingCurrId :- '12033' | prevHeadingFoundId :- '12033'
2021-06-08 01:44:57,504 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed : <=4|23.4|(87, 100, 95)|0.972| | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Klinische Wirksamkeit und Sicherheit bei Frauen' | Qrd txt :- 'Klinische Wirksamkeit und Sicherheit' | Matched :- 'True'
2021-06-08 01:44:57,512 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12036' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12033'
2021-06-08 01:44:57,520 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12036' | prevHeadingCurrId :- '12033' | prevHeadingFoundId :- '12033'
2021-06-08 01:44:58,770 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed : <=4|25.0|(86, 100, 95)|0.97| | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- 'Klinische Wirksamkeit und Sicherheit bei Männern' | Qrd txt :- 'Klinische Wirksamkeit und Sicherheit' | Matched :- 'True'
2021-06-08 01:44:58,778 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12036' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12033'
2021-06-08 01:44:58,790 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Failed As Current H3 Heading Is Not Part Of Valid H3 Headings in Previous H2 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12036' | prevHeadingCurrId :- '12033' | prevHeadingFoundId :- '12033'
2021-06-08 01:44:59,608 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '5.2 Pharmakokinetische Eigenschaften' | Qrd txt :- '5.2 Pharmakokinetische Eigenschaften' | Matched :- 'True'
2021-06-08 01:44:59,612 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12038' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12033'
2021-06-08 01:44:59,620 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12038' | prevHeadingCurrId :- '12033' | prevHeadingFoundId :- '12033'
2021-06-08 01:44:59,899 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '5.3 Präklinische Daten zur Sicherheit' | Qrd txt :- '5.3 Präklinische Daten zur Sicherheit' | Matched :- 'True'
2021-06-08 01:44:59,907 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12045' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12038'
2021-06-08 01:44:59,915 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12045' | prevHeadingCurrId :- '12038' | prevHeadingFoundId :- '12038'
2021-06-08 01:45:00,465 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '6. PHARMAZEUTISCHE ANGABEN' | Qrd txt :- '6. PHARMAZEUTISCHE ANGABEN' | Matched :- 'True'
2021-06-08 01:45:00,473 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12047' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12045'
2021-06-08 01:45:00,481 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12047' | prevHeadingCurrId :- '12045' | prevHeadingFoundId :- '12045'
2021-06-08 01:45:00,802 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '6.1 Liste der sonstigen Bestandteile' | Qrd txt :- '6.1 Liste der sonstigen Bestandteile' | Matched :- 'True'
2021-06-08 01:45:00,802 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12048' | prevHeadingCurrId :- '12047' | prevHeadingFoundId :- '12047'
2021-06-08 01:45:04,542 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '6.2 Inkompatibilitäten' | Qrd txt :- '6.2 Inkompatibilitäten' | Matched :- 'True'
2021-06-08 01:45:04,550 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12049' | prevHeadingCurrId :- '12048' | prevHeadingFoundId :- '12048'
2021-06-08 01:45:05,204 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '6.3 Dauer der Haltbarkeit' | Qrd txt :- '6.3 Dauer der Haltbarkeit' | Matched :- 'True'
2021-06-08 01:45:05,212 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12050' | prevHeadingCurrId :- '12049' | prevHeadingFoundId :- '12049'
2021-06-08 01:45:06,634 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '6.4 Besondere Vorsichtsmaßnahmen für die Aufbewahrung' | Qrd txt :- '6.4 Besondere Vorsichtsmaßnahmen für die Aufbewahrung' | Matched :- 'True'
2021-06-08 01:45:06,642 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12051' | prevHeadingCurrId :- '12050' | prevHeadingFoundId :- '12050'
2021-06-08 01:45:08,303 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed : SpecialCase1|180.0|(45, 77, 86)|0.673| | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '6.5     Art und Inhalt des Behältnisses' | Qrd txt :- '6.5 Art und Inhalt des Behältnisses <und spezielles Zubehör für den Gebrauch, die Anwendung oder die Implantation>' | Matched :- 'True'
2021-06-08 01:45:08,311 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12052' | prevHeadingCurrId :- '12051' | prevHeadingFoundId :- '12051'
2021-06-08 01:45:13,435 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed : SpecialCase2|8.22|(96, 93, 97)|0.973| | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '6.6     Besondere Vorsichtsmaßnahmen für die Beseitigung und sonstige Hinweise zur Handhabung' | Qrd txt :- '6.6 Besondere Vorsichtsmaßnahmen für die Beseitigung <und sonstige Hinweise zur Handhabung>' | Matched :- 'True'
2021-06-08 01:45:13,442 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12053' | prevHeadingCurrId :- '12052' | prevHeadingFoundId :- '12052'
2021-06-08 01:45:15,601 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '7. INHABER DER ZULASSUNG' | Qrd txt :- '7. INHABER DER ZULASSUNG' | Matched :- 'True'
2021-06-08 01:45:15,609 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Flow Is Broken | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12055' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '12053'
2021-06-08 01:45:15,613 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12055' | prevHeadingCurrId :- '12053' | prevHeadingFoundId :- '12053'
2021-06-08 01:45:17,266 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '8. ZULASSUNGSNUMMER(N)' | Qrd txt :- '8. ZULASSUNGSNUMMER(N)' | Matched :- 'True'
2021-06-08 01:45:17,274 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12056' | prevHeadingCurrId :- '12055' | prevHeadingFoundId :- '12055'
2021-06-08 01:45:19,450 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '9. DATUM DER ERTEILUNG DER ZULASSUNG/VERLÄNGERUNG DER ZULASSUNG' | Qrd txt :- '9. DATUM DER ERTEILUNG DER ZULASSUNG/VERLÄNGERUNG DER ZULASSUNG' | Matched :- 'True'
2021-06-08 01:45:19,450 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12057' | prevHeadingCurrId :- '12056' | prevHeadingFoundId :- '12056'
2021-06-08 01:45:20,403 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Match Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | Doc txt :- '10. STAND DER INFORMATION' | Qrd txt :- '10. STAND DER INFORMATION' | Matched :- 'True'
2021-06-08 01:45:20,403 : Heading Extraction Ovaleap_clean_SmPC.json_1 : Validation Passed | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json | currHeadId :- '12058' | prevHeadingCurrId :- '12057' | prevHeadingFoundId :- '12057'
2021-06-08 01:45:20,772 : Flow Logger HTML_z : Completed Heading Extraction For File | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:20,772 : Flow Logger HTML_z : 0: Heading Extraction,0.9655 Min,1.274178 MB,3.68124 MB,51.5%
 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:20,780 : Flow Logger HTML_z : Starting Document Annotation For File | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:23,102 : Flow Logger HTML_z : Completed Document Annotation | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:23,106 : Flow Logger HTML_z : 0: Document Annotation,0.0388 Min,0.162483 MB,0.196983 MB,51.6%
 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:23,106 : Flow Logger HTML_z : Starting Extracting Content Between Heading | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:23,110 : ExtractContentBetween_0_K : Cleaning Match Results | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:23,118 : ExtractContentBetween_0_K : Finished Cleaning Match Results | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:23,178 : Flow Logger HTML_z : Completed Extracting Content Between Heading | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:23,186 : Flow Logger HTML_z : 0: Content Extraction,0.0013 Min,0.421387 MB,2.197457 MB,51.6%
 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:23,228 : XmlGeneration_0_E : PMS/OMS Annotation Information Not Retrieved | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:23,236 : XmlGeneration_0_E : Initiating XML Generation | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:23,402 : XmlGeneration_0_E : Writing to File:Ovaleap_clean_SmPC.xml | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:23,410 : Flow Logger HTML_z : 0: Generate XML,0.0037 Min,1.546822 MB,2.396342 MB,51.6%
 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:25,810 : XML Submission Logger_0_b : Initiating Submission To FHIR Server | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:25,810 : XML Submission Logger_0_b : Response{"resourceType":"Bundle","id":"d65ed7c2-7534-46e6-b0bc-9cddc96e806f","meta":{"versionId":"1","lastUpdated":"2021-06-07T20:15:24.955+00:00"},"type":"collection","entry":[{"fullUrl":"urn:uuid:02bacd34-55ff-4c01-8f6a-1e12675acd17","resource":{"resourceType":"Bundle","id":"9b5ff12f-a6af-437f-9023-04e1e3e5f949","identifier":{"system":"http://ema.europa.eu/fhir/identifier/documentid","value":"${instance.bundle[n].Identifier}"},"type":"document","timestamp":"2021-06-07T20:15:23+00:00","entry":[{"fullUr | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:25,818 : XML Submission Logger_0_b : POST sucessful: XML added with id: d65ed7c2-7534-46e6-b0bc-9cddc96e806f | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:25,818 : Flow Logger HTML_z : 0: Submit FHIR Msg,0.0401 Min,0.200044 MB,0.816526 MB,51.6%
 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:25,822 : Flow Logger HTML_z : Starting list bundle update/addition | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:25,830 : List Bundle Creation Logger_0_B : Extracted list bundle document type code this document 100000155532 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:25,830 : List Bundle Creation Logger_0_B : Getting Existing List Bundle accross all MANs | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:25,834 : List Bundle Creation Logger_0_B : Getting list bundle for MAN EU/1/13/871/001  | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:26,654 : List Bundle Creation Logger_0_B : No list bundle found for man EU/1/13/871/001 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:26,662 : List Bundle Creation Logger_0_B : Getting list bundle for MAN EU/1/13/871/002  | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:27,547 : List Bundle Creation Logger_0_B : No list bundle found for man EU/1/13/871/002 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:27,547 : List Bundle Creation Logger_0_B : Getting list bundle for MAN EU/1/13/871/003  | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:28,468 : List Bundle Creation Logger_0_B : No list bundle found for man EU/1/13/871/003 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:28,476 : List Bundle Creation Logger_0_B : Added missing MAN identifiers | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:28,484 : List Bundle Creation Logger_0_B : Adding a new item | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:28,484 : List Bundle Creation Logger_0_B : Converted to required XML format | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:29,205 : List Bundle Creation Logger_0_B : List addition successfully completed, Generated List Id is c4c8ded9-3b93-45cf-8b0c-da97308ee903 | H | CAP |  de | 0 | Ovaleap_clean_SmPC.json
2021-06-08 01:45:29,205 : Flow Logger HTML_z : Completed list bundle update/addition | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:29,205 : Flow Logger HTML_z : 0: Update/Add List Bundle,0.0564 Min,0.212492 MB,0.243369 MB,52.0%
 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:29,205 : Flow Logger HTML_z : 



||||||||||||||||||||||||||||||||1 ||||| Ovaleap_clean_ANHANG II.json||||||||||||||||||||||||||||||||



 | H | CAP |  de | HTML | Ovaleap_clean.htm
2021-06-08 01:45:29,213 : Heading Extraction Ovaleap_clean_ANHANG II.json_w : Starting Heading Extraction | H | CAP |  de | 1 | Ovaleap_clean_ANHANG II.json
