,id,Procedure type,Document type,Language code,Display code,Name,parent_id,Mandatory
33,14033,CAP,Labelling,es,6,OTROS,14027.0,True
1,15001,CAP,Package leaflet,es,,PROSPECTO,,True
2,15002,CAP,Package leaflet,es,,"q Este medicamento está sujeto a seguimiento adicional, lo que agilizará la detección de nueva información sobre su seguridad. Puede contribuir comunicando los efectos adversos que pudiera usted tener. La parte final de la sección 4 incluye información sobre cómo comunicar estos efectos adversos.",15001.0,False
3,15003,CAP,Package leaflet,es,,Contenido del prospecto,15001.0,True
4,15004,CAP,Package leaflet,es,1,Qué es X y para qué se utiliza,15001.0,True
5,15005,CAP,Package leaflet,es,2,Qué necesita saber antes de empezar a <tomar><usar> X,15001.0,True
6,15006,CAP,Package leaflet,es,,No <tome><use> X,15005.0,True
7,15007,CAP,Package leaflet,es,,Advertencias y precauciones ,15005.0,True
8,15008,CAP,Package leaflet,es,,Niños <y adolescentes>,15005.0,True
9,15009,CAP,Package leaflet,es,,Otros medicamentos y X,15005.0,True
10,15010,CAP,Package leaflet,es,,"<Uso><Toma> de X con <alimentos><y><,><bebidas><y><alcohol>",15005.0,True
11,15011,CAP,Package leaflet,es,,"Embarazo <y><,> lactancia <y fertilidad>",15005.0,True
12,15012,CAP,Package leaflet,es,,Conducción y uso de máquinas,15005.0,True
13,15013,CAP,Package leaflet,es,,X contiene {nombre del (de los) excipiente(s)},15005.0,False
14,15014,CAP,Package leaflet,es,3,Cómo <tomar><usar> X,15001.0,True
15,15015,CAP,Package leaflet,es,,Uso en niños <y adolescentes>,15014.0,False
16,15016,CAP,Package leaflet,es,,Si <toma><usa> más X del que debe,15014.0,False
17,15017,CAP,Package leaflet,es,,Si olvidó <tomar><usar> X,15014.0,False
18,15018,CAP,Package leaflet,es,,Si interrumpe el tratamiento con X,15014.0,False
19,15019,CAP,Package leaflet,es,4,Posibles efectos adversos,15001.0,True
20,15020,CAP,Package leaflet,es,,Otros efectos adversos en niños <y adolescentes>,15019.0,False
21,15021,CAP,Package leaflet,es,,Comunicación de efectos adversos,15019.0,True
22,15022,CAP,Package leaflet,es,5,Conservación de X,15001.0,True
23,15023,CAP,Package leaflet,es,6,Contenido del envase e información adicional,15001.0,True
24,15024,CAP,Package leaflet,es,,Composición de X ,15023.0,True
25,15025,CAP,Package leaflet,es,,Aspecto del producto y contenido del envase,15023.0,True
26,15026,CAP,Package leaflet,es,,Titular de la autorización de comercialización y responsable de la fabricación,15023.0,True
27,15027,CAP,Package leaflet,es,,Pueden solicitar más información respecto a este medicamento dirigiéndose al representante local del titular de la autorización de comercialización:,15023.0,False
28,15028,CAP,Package leaflet,es,,Fecha de la última revisión de este prospecto: <{MM/AAAA}><{mes AAAA}>.,15023.0,True
29,15029,CAP,Package leaflet,es,,Otras fuentes de información,15023.0,False
30,15030,CAP,Package leaflet,es,,Esta información está destinada únicamente a profesionales sanitarios:,15001.0,False
1,16001,CAP,SmPC,et,,RAVIMI OMADUSTE KOKKUVÕTE,,True
2,16002,CAP,SmPC,et,,"qSellele ravimile kohaldatakse täiendavat järelevalvet, mis võimaldab kiiresti tuvastada uut ohutusteavet. Tervishoiutöötajatel palutakse teatada kõigist võimalikest kõrvaltoimetest. Kõrvaltoimetest teatamise kohta vt lõik 4.8.>",16001.0,False
3,16003,CAP,SmPC,et,1,RAVIMPREPARAADI NIMETUS,16001.0,True
4,16004,CAP,SmPC,et,2,KVALITATIIVNE JA KVANTITATIIVNE KOOSTIS,16001.0,True
5,16005,CAP,SmPC,et,2.1,Üldkirjeldus,16004.0,False
6,16006,CAP,SmPC,et,2.2,Kvalitatiivne ja kvantitatiivne koostis,16004.0,False
7,16007,CAP,SmPC,et,,Teadaolevat toimet omav(ad) abiaine(d),16006.0,False
8,16008,CAP,SmPC,et,3,RAVIMVORM,16001.0,True
9,16009,CAP,SmPC,et,4,KLIINILISED ANDMED,16001.0,True
10,16010,CAP,SmPC,et,4.1,Näidustused,16009.0,True
11,16011,CAP,SmPC,et,4.2,Annustamine ja manustamisviis,16009.0,True
12,16012,CAP,SmPC,et,,Annustamine,16011.0,True
13,16013,CAP,SmPC,et,,Lapsed,16012.0,True
14,16014,CAP,SmPC,et,,Manustamisviis,16011.0,True
15,16015,CAP,SmPC,et,,Enne ravimi käsitsemist või manustamist tuleb järgida ettevaatusabinõusid,16014.0,False
16,16016,CAP,SmPC,et,4.3,Vastunäidustused,16009.0,True
17,16017,CAP,SmPC,et,4.4,Erihoiatused ja ettevaatusabinõud kasutamisel,16009.0,True
18,16018,CAP,SmPC,et,,Jälgitavus,16017.0,False
19,16019,CAP,SmPC,et,,Lapsed,16017.0,False
20,16020,CAP,SmPC,et,4.5,Koostoimed teiste ravimitega ja muud koostoimed,16009.0,True
21,16021,CAP,SmPC,et,,Lapsed,16020.0,False
22,16022,CAP,SmPC,et,4.6,"Fertiilsus, rasedus ja imetamine",16009.0,True
23,16023,CAP,SmPC,et,,Rasedus,16022.0,False
24,16024,CAP,SmPC,et,,Imetamine,16022.0,False
25,16025,CAP,SmPC,et,,Fertiilsus,16022.0,False
26,16026,CAP,SmPC,et,4.7,Toime reaktsioonikiirusele,16009.0,True
27,16027,CAP,SmPC,et,4.8,Kõrvaltoimed,16009.0,True
28,16028,CAP,SmPC,et,,Lapsed,16027.0,False
29,16029,CAP,SmPC,et,,Võimalikest kõrvaltoimetest teatamine,16027.0,True
30,16030,CAP,SmPC,et,4.9,Üleannustamine,16009.0,True
31,16031,CAP,SmPC,et,,Lapsed,16030.0,False
32,16032,CAP,SmPC,et,5,FARMAKOLOOGILISED OMADUSED,16001.0,True
33,16033,CAP,SmPC,et,5.1,Farmakodünaamilised omadused,16032.0,True
34,16034,CAP,SmPC,et,,Toimemehhanism,16033.0,False
35,16035,CAP,SmPC,et,,Farmakodünaamilised toimed,16033.0,False
36,16036,CAP,SmPC,et,,Kliiniline efektiivsus ja ohutus,16033.0,False
37,16037,CAP,SmPC,et,,Lapsed,16033.0,False
38,16038,CAP,SmPC,et,5.2,Farmakokineetilised omadused,16032.0,True
39,16039,CAP,SmPC,et,,Imendumine,16038.0,False
40,16040,CAP,SmPC,et,,Jaotumine,16038.0,False
41,16041,CAP,SmPC,et,,Biotransformatsioon,16038.0,False
42,16042,CAP,SmPC,et,,Eritumine,16038.0,False
43,16043,CAP,SmPC,et,,Lineaarsus/mittelineaarsus,16038.0,False
44,16044,CAP,SmPC,et,,Farmakokineetilised/farmakodünaamilised toimed,16038.0,False
45,16045,CAP,SmPC,et,5.3,Prekliinilised ohutusandmed,16032.0,True
46,16046,CAP,SmPC,et,,Keskkonnariski hindamine,16045.0,False
47,16047,CAP,SmPC,et,6,FARMATSEUTILISED ANDMED,16001.0,True
48,16048,CAP,SmPC,et,6.1,Abiainete loetelu,16047.0,True
49,16049,CAP,SmPC,et,6.2,Sobimatus,16047.0,True
50,16050,CAP,SmPC,et,6.3,Kõlblikkusaeg,16047.0,True
51,16051,CAP,SmPC,et,6.4,Säilitamise eritingimused,16047.0,True
52,16052,CAP,SmPC,et,6.5,"Pakendi iseloomustus ja sisu <ja kasutamise, manustamise või implanteerimise erivahendid>",16047.0,True
53,16053,CAP,SmPC,et,6.6,Erihoiatused ravimpreparaadi hävitamiseks <ja käsitlemiseks>,16047.0,True
54,16054,CAP,SmPC,et,,Kasutamine lastel,16053.0,False
55,16055,CAP,SmPC,et,7,MÜÜGILOA HOIDJA,16001.0,True
56,16056,CAP,SmPC,et,8,MÜÜGILOA NUMBER (NUMBRID) ,16001.0,True
57,16057,CAP,SmPC,et,9,ESMASE MÜÜGILOA VÄLJASTAMISE/MÜÜGILOA UUENDAMISE KUUPÄEV,16001.0,True
58,16058,CAP,SmPC,et,10,TEKSTI LÄBIVAATAMISE KUUPÄEV,16001.0,True
59,16059,CAP,SmPC,et,11,DOSIMEETRIA,16001.0,False
60,16060,CAP,SmPC,et,12,RADIOFARMATSEUTILISE PREPARAADI VALMISTAMISE JUHEND,16001.0,False
1,17001,CAP,AnnexII,et,,II LISA,,True
2,17002,CAP,AnnexII,et,A,<BIOLOOGILIS(T)E TOIMEAINE(TE) TOOTJA(D) JA> RAVIMIPARTII KASUTAMISEKS VABASTAMISE EEST VASTUTAV(AD) TOOTJA(D),17001.0,True
3,17003,CAP,AnnexII,et,,Bioloogilis(t)e toimeaine(te) tootja(te) nimi (nimed) ja aadress(id),17002.0,False
4,17004,CAP,AnnexII,et,,Ravimipartii kasutamiseks vabastamise eest vastutava(te) tootja(te) nimi ja aadress,17002.0,True
5,17005,CAP,AnnexII,et,B,HANKE- JA KASUTUSTINGIMUSED VÕI PIIRANGUD,17001.0,True
6,17006,CAP,AnnexII,et,,Ravimipartii ametlik kasutamiseks vabastamine,17005.0,False
7,17007,CAP,AnnexII,et,C,MÜÜGILOA MUUD TINGIMUSED JA NÕUDED,17001.0,True
8,17008,CAP,AnnexII,et,,Perioodilised ohutusaruanded,17007.0,True
9,17009,CAP,AnnexII,et,D,RAVIMPREPARAADI OHUTU JA EFEKTIIVSE KASUTAMISE TINGIMUSED JA PIIRANGUD,17001.0,True
10,17010,CAP,AnnexII,et,,Riskijuhtimiskava,17009.0,True
11,17011,CAP,AnnexII,et,,Riski minimeerimise lisameetmed,17009.0,False
12,17012,CAP,AnnexII,et,,Müügiloajärgsed kohustused,17009.0,False
13,17013,CAP,AnnexII,et,E,ERIKOHUSTUSED <TINGIMUSLIKU MÜÜGILOA> <ERANDLIKEL ASJAOLUDEL VÄLJAANTUD MÜÜGILOA> JÄRGSETE MEETMETE TÄITMISEKS,17001.0,False
1,18001,CAP,Labelling,et,,PAKENDI MÄRGISTUS,,True
2,18002,CAP,Labelling,et,,<VÄLISPAKENDIL> <JA> <SISEPAKENDIL> PEAVAD OLEMA JÄRGMISED ANDMED,18001.0,True
3,18003,CAP,Labelling,et,1,RAVIMPREPARAADI NIMETUS,18002.0,True
4,18004,CAP,Labelling,et,2,TOIMEAINE(TE) SISALDUS,18002.0,True
5,18005,CAP,Labelling,et,3,ABIAINED,18002.0,True
6,18006,CAP,Labelling,et,4,RAVIMVORM JA PAKENDI SUURUS,18002.0,True
7,18007,CAP,Labelling,et,5,MANUSTAMISVIIS JA -TEE(D),18002.0,True
8,18008,CAP,Labelling,et,6,"ERIHOIATUS, ET RAVIMIT TULEB HOIDA LASTE EEST VARJATUD JA KÄTTESAAMATUS KOHAS",18002.0,True
9,18009,CAP,Labelling,et,7,TEISED ERIHOIATUSED (VAJADUSEL),18002.0,True
10,18010,CAP,Labelling,et,8,KÕLBLIKKUSAEG,18002.0,True
11,18011,CAP,Labelling,et,9,SÄILITAMISE ERITINGIMUSED,18002.0,True
12,18012,CAP,Labelling,et,10,"ERINÕUDED KASUTAMATA JÄÄNUD RAVIMPREPARAADI VÕI SELLEST TEKKINUD JÄÄTMEMATERJALI HÄVITAMISEKS, VASTAVALT VAJADUSELE",18002.0,True
13,18013,CAP,Labelling,et,11,MÜÜGILOA HOIDJA NIMI JA AADRESS,18002.0,True
14,18014,CAP,Labelling,et,12,MÜÜGILOA NUMBER (NUMBRID),18002.0,True
15,18015,CAP,Labelling,et,13,PARTII NUMBER <ANNETUSE KOOD(ID) JA TOOTEKOOD(ID)>,18002.0,True
16,18016,CAP,Labelling,et,14,RAVIMI VÄLJASTAMISTINGIMUSED,18002.0,True
17,18017,CAP,Labelling,et,15,KASUTUSJUHEND,18002.0,True
18,18018,CAP,Labelling,et,16,TEAVE BRAILLE’ KIRJAS (PUNKTKIRJAS),18002.0,True
19,18019,CAP,Labelling,et,17,AINULAADNE IDENTIFIKAATOR – 2D-vöötkood,18002.0,True
20,18020,CAP,Labelling,et,18,AINULAADNE IDENTIFIKAATOR – INIMLOETAVAD ANDMED,18002.0,True
21,18021,CAP,Labelling,et,,"MINIMAALSED ANDMED, MIS PEAVAD OLEMA BLISTER- VÕI RIBAPAKENDIL",18001.0,True
22,18022,CAP,Labelling,et,1,RAVIMPREPARAADI NIMETUS,18021.0,True
23,18023,CAP,Labelling,et,2,MÜÜGILOA HOIDJA NIMI,18021.0,True
24,18024,CAP,Labelling,et,3,KÕLBLIKKUSAEG,18021.0,True
25,18025,CAP,Labelling,et,4,PARTII NUMBER <ANNETUSE KOOD(ID) JA TOOTEKOOD(ID)>,18021.0,True
26,18026,CAP,Labelling,et,5,MUU,18021.0,True
27,18027,CAP,Labelling,et,,"MINIMAALSED ANDMED, MIS PEAVAD OLEMA VÄIKESEL VAHETUL SISEPAKENDIL",18001.0,True
28,18028,CAP,Labelling,et,1,RAVIMPREPARAADI NIMETUS JA MANUSTAMISTEE(D),18027.0,True
29,18029,CAP,Labelling,et,2,MANUSTAMISVIIS,18027.0,True
30,18030,CAP,Labelling,et,3,KÕLBLIKKUSAEG,18027.0,True
31,18031,CAP,Labelling,et,4,PARTII NUMBER <ANNETUSE KOOD(ID) JA TOOTEKOOD(ID)>,18027.0,True
32,18032,CAP,Labelling,et,5,"PAKENDI SISU KAALU, MAHU VÕI ÜHIKUTE JÄRGI",18027.0,True
33,18033,CAP,Labelling,et,6,MUU,18027.0,True
1,19001,CAP,Package leaflet,et,,PAKENDI INFOLEHT,,True
2,19002,CAP,Package leaflet,et,,"qSellele ravimile kohaldatakse täiendavat järelevalvet, mis võimaldab kiiresti tuvastada uut ohutusteavet. Te saate sellele kaasa aidata, teatades ravimi kõigist võimalikest kõrvaltoimetest. Kõrvaltoimetest teatamise kohta vt lõik 4.> ",19001.0,False
3,19003,CAP,Package leaflet,et,,Infolehe sisukord,19001.0,True
4,19004,CAP,Package leaflet,et,1,Mis ravim on X ja milleks seda kasutatakse,19001.0,True
5,19005,CAP,Package leaflet,et,2,Mida on vaja teada enne X’i <võtmist> <kasutamist> ,19001.0,True
6,19006,CAP,Package leaflet,et,,X’i ei tohi <võtta> <kasutada>,19005.0,True
7,19007,CAP,Package leaflet,et,,Hoiatused ja ettevaatusabinõud,19005.0,True
8,19008,CAP,Package leaflet,et,,Lapsed <ja noorukid>,19005.0,True
9,19009,CAP,Package leaflet,et,,Muud ravimid ja X,19005.0,True
10,19010,CAP,Package leaflet,et,,"X koos <toidu> <ja> <,> <joogi> <ja> <alkoholiga>",19005.0,True
11,19011,CAP,Package leaflet,et,,"Rasedus <ja> <,> imetamine <ja viljakus>",19005.0,True
12,19012,CAP,Package leaflet,et,,Autojuhtimine ja masinatega töötamine,19005.0,True
13,19013,CAP,Package leaflet,et,,X sisaldab {abiaine(te) nimetus},19005.0,False
14,19014,CAP,Package leaflet,et,3,Kuidas X’i <võtta> <kasutada>,19001.0,True
15,19015,CAP,Package leaflet,et,,Kasutamine lastel <ja noorukitel>,19014.0,False
16,19016,CAP,Package leaflet,et,,"Kui te <võtate> <kasutate> X’i rohkem, kui ette nähtud",19014.0,False
17,19017,CAP,Package leaflet,et,,Kui te unustate X’i <võtta> <kasutada>,19014.0,False
18,19018,CAP,Package leaflet,et,,Kui te lõpetate X’i <võtmise> <kasutamise>,19014.0,False
19,19019,CAP,Package leaflet,et,4,Võimalikud kõrvaltoimed,19001.0,True
20,19020,CAP,Package leaflet,et,,Täiendavad kõrvaltoimed lastel <ja noorukitel>,19019.0,False
21,19021,CAP,Package leaflet,et,,Kõrvaltoimetest teatamine,19019.0,True
22,19022,CAP,Package leaflet,et,5,Kuidas X’i säilitada,19001.0,True
23,19023,CAP,Package leaflet,et,6,Pakendi sisu ja muu teave,19001.0,True
24,19024,CAP,Package leaflet,et,,Mida X sisaldab,19023.0,True
25,19025,CAP,Package leaflet,et,,Kuidas X välja näeb ja pakendi sisu,19023.0,True
26,19026,CAP,Package leaflet,et,,Müügiloa hoidja ja tootja,19023.0,True
27,19027,CAP,Package leaflet,et,,Lisaküsimuste tekkimisel selle ravimi kohta pöörduge palun müügiloa hoidja kohaliku esindaja poole:,19023.0,False
28,19028,CAP,Package leaflet,et,,Infoleht on viimati uuendatud <KK.AAAA> <kuu AAAA>.,19023.0,True
29,19029,CAP,Package leaflet,et,,Muud teabeallikad,19023.0,False
30,19030,CAP,Package leaflet,et,,Järgmine teave on ainult tervishoiutöötajatele:,19001.0,False
1,20001,CAP,SmPC,nl,,SAMENVATTING VAN DE PRODUCTKENMERKEN,,True
2,20002,CAP,SmPC,nl,,qDit geneesmiddel is onderworpen aan aanvullende monitoring.  Daardoor kan snel nieuwe veiligheidsinformatie worden vastgesteld. Beroepsbeoefenaren in de gezondheidszorg wordt verzocht alle vermoedelijke bijwerkingen te melden. Zie rubriek 4.8 voor het rapporteren van bijwerkingen,20001.0,False
3,20003,CAP,SmPC,nl,1,NAAM VAN HET GENEESMIDDEL,20001.0,True
4,20004,CAP,SmPC,nl,2,KWALITATIEVE EN KWANTITATIEVE SAMENSTELLING,20001.0,True
5,20005,CAP,SmPC,nl,2.1,Algemene beschrijving,20004.0,False
6,20006,CAP,SmPC,nl,2.2,Kwalitatieve en kwantitatieve samenstelling,20004.0,False
7,20007,CAP,SmPC,nl,,Hulpstof(fen) met bekend effect,20006.0,False
8,20008,CAP,SmPC,nl,3,FARMACEUTISCHE VORM,20001.0,True
9,20009,CAP,SmPC,nl,4,KLINISCHE GEGEVENS,20001.0,True
10,20010,CAP,SmPC,nl,4.1,Therapeutische indicaties,20009.0,True
11,20011,CAP,SmPC,nl,4.2,Dosering en wijze van toediening,20009.0,True
12,20012,CAP,SmPC,nl,,Dosering,20011.0,True
13,20013,CAP,SmPC,nl,,Pediatrische patiënten,20012.0,True
14,20014,CAP,SmPC,nl,,Wijze van toediening,20011.0,True
15,20015,CAP,SmPC,nl,,Te nemen voorzorgen voorafgaand aan gebruik of toediening van het geneesmiddel,20014.0,False
16,20016,CAP,SmPC,nl,4.3,Contra-indicaties,20009.0,True
17,20017,CAP,SmPC,nl,4.4,Bijzondere waarschuwingen en voorzorgen bij gebruik,20009.0,True
18,20018,CAP,SmPC,nl,,Terugvinden herkomst,20017.0,False
19,20019,CAP,SmPC,nl,,Pediatrische patiënten,20017.0,False
20,20020,CAP,SmPC,nl,4.5,Interacties met andere geneesmiddelen en andere vormen van interactie,20009.0,True
21,20021,CAP,SmPC,nl,,Pediatrische patiënten,20020.0,False
22,20022,CAP,SmPC,nl,4.6,"Vruchtbaarheid, zwangerschap en borstvoeding",20009.0,True
23,20023,CAP,SmPC,nl,,Zwangerschap,20022.0,False
24,20024,CAP,SmPC,nl,,Borstvoeding,20022.0,False
25,20025,CAP,SmPC,nl,,Vruchtbaarheid,20022.0,False
26,20026,CAP,SmPC,nl,4.7,Beïnvloeding van de rijvaardigheid en het vermogen om machines te bedienen,20009.0,True
27,20027,CAP,SmPC,nl,4.8,Bijwerkingen,20009.0,True
28,20028,CAP,SmPC,nl,,Pediatrische patiënten,20027.0,False
29,20029,CAP,SmPC,nl,,Melding van vermoedelijke bijwerkingen,20027.0,True
30,20030,CAP,SmPC,nl,4.9,Overdosering,20009.0,True
31,20031,CAP,SmPC,nl,,Pediatrische patiënten,20030.0,False
32,20032,CAP,SmPC,nl,5,FARMACOLOGISCHE EIGENSCHAPPEN,20001.0,True
33,20033,CAP,SmPC,nl,5.1,Farmacodynamische eigenschappen,20032.0,True
34,20034,CAP,SmPC,nl,,Werkingsmechanisme,20033.0,False
35,20035,CAP,SmPC,nl,,Farmacodynamische effecten,20033.0,False
36,20036,CAP,SmPC,nl,,Klinische werkzaamheid en veiligheid,20033.0,False
37,20037,CAP,SmPC,nl,,Pediatrische patiënten,20033.0,False
38,20038,CAP,SmPC,nl,5.2,Farmacokinetische eigenschappen,20032.0,True
39,20039,CAP,SmPC,nl,,Absorptie,20038.0,False
40,20040,CAP,SmPC,nl,,Distributie,20038.0,False
41,20041,CAP,SmPC,nl,,Biotransformatie,20038.0,False
42,20042,CAP,SmPC,nl,,Eliminatie,20038.0,False
43,20043,CAP,SmPC,nl,,Lineariteit/non-lineariteit,20038.0,False
44,20044,CAP,SmPC,nl,,Farmacokinetische/farmacodynamische relatie(s),20038.0,False
45,20045,CAP,SmPC,nl,5.3,Gegevens uit het preklinisch veiligheidsonderzoek,20032.0,True
46,20046,CAP,SmPC,nl,,Environmental risk assessment (ERA),20045.0,False
47,20047,CAP,SmPC,nl,6,FARMACEUTISCHE GEGEVENS,20001.0,True
48,20048,CAP,SmPC,nl,6.1,Lijst van hulpstoffen,20047.0,True
49,20049,CAP,SmPC,nl,6.2,Gevallen van onverenigbaarheid,20047.0,True
50,20050,CAP,SmPC,nl,6.3,Houdbaarheid,20047.0,True
51,20051,CAP,SmPC,nl,6.4,Speciale voorzorgsmaatregelen bij bewaren,20047.0,True
52,20052,CAP,SmPC,nl,6.5,"Aard en inhoud van de verpakking <en speciale benodigdheden voor gebruik, toediening of implantatie>",20047.0,True
53,20053,CAP,SmPC,nl,6.6,Speciale voorzorgsmaatregelen voor het verwijderen <en andere instructies>,20047.0,True
54,20054,CAP,SmPC,nl,,Gebruik bij pediatrische patiënten,20053.0,False
55,20055,CAP,SmPC,nl,7,HOUDER VAN DE VERGUNNING VOOR HET IN DE HANDEL BRENGEN,20001.0,True
56,20056,CAP,SmPC,nl,8,NUMMER(S) VAN DE VERGUNNING VOOR HET IN DE HANDEL BRENGEN ,20001.0,True
57,20057,CAP,SmPC,nl,9,DATUM VAN EERSTE VERLENING VAN DE VERGUNNING/VERLENGING VAN DE VERGUNNING,20001.0,True
58,20058,CAP,SmPC,nl,10,DATUM VAN HERZIENING VAN DE TEKST,20001.0,True
59,20059,CAP,SmPC,nl,11,DOSIMETRIE,20001.0,False
60,20060,CAP,SmPC,nl,12,INSTRUCTIES VOOR DE BEREIDING VAN RADIOACTIEVE GENEESMIDDELEN,20001.0,False
1,21001,CAP,BIJLAGE II,nl,,BIJLAGE II,,True
2,21002,CAP,BIJLAGE II,nl,A,<FABRIKANT(EN) VAN DE BIOLOGISCH WERKZAME STOF(FEN) EN >FABRIKANT(EN) VERANTWOORDELIJK VOOR VRIJGIFTE,21001.0,True
3,21003,CAP,BIJLAGE II,nl,,Naam en adres van de fabrikant(en) van de biologisch werkzame stof(fen),21002.0,False
4,21004,CAP,BIJLAGE II,nl,,Naam en adres van de fabrikant(en) verantwoordelijk voor vrijgifte,21002.0,True
5,21005,CAP,BIJLAGE II,nl,B,VOORWAARDEN OF BEPERKINGEN TEN AANZIEN VAN LEVERING EN GEBRUIK,21001.0,True
6,21006,CAP,BIJLAGE II,nl,,Officiële vrijgifte van de batch,21005.0,False
7,21007,CAP,BIJLAGE II,nl,C,ANDERE VOORWAARDEN EN EISEN DIE DOOR DE HOUDER VAN DE HANDELSVERGUNNING MOETEN WORDEN NAGEKOMEN,21001.0,True
8,21008,CAP,BIJLAGE II,nl,,Periodieke veiligheidsverslagen ,21007.0,True
9,21009,CAP,BIJLAGE II,nl,D,VOORWAARDEN OF BEPERKINGEN MET BETREKKING TOT EEN VEILIG EN DOELTREFFEND GEBRUIK VAN HET GENEESMIDDEL,21001.0,True
10,21010,CAP,BIJLAGE II,nl,,Risk management plan (RMP),21009.0,True
11,21011,CAP,BIJLAGE II,nl,,Extra risicobeperkende maatregelen,21009.0,False
12,21012,CAP,BIJLAGE II,nl,,Verplichting tot het nemen van maatregelen na toekenning van de handelsvergunning,21009.0,False
13,21013,CAP,BIJLAGE II,nl,E,SPECIFIEKE VERPLICHTINGEN WAARAAN NA TOEKENNING VAN EEN <VOORWAARDELIJKE VERGUNNING> <VERGUNNING ONDER UITZONDERLIJKE VOORWAARDEN> MOET WORDEN VOLDAAN,21001.0,False
1,22001,CAP,ETIKETTERING,nl,,ETIKETTERING,,True
2,22002,CAP,ETIKETTERING,nl,,GEGEVENS DIE OP <DE BUITENVERPAKKING><EN> <DE PRIMAIRE VERPAKKING> MOETEN WORDEN VERMELD,22001.0,True
3,22003,CAP,ETIKETTERING,nl,1,NAAM VAN HET GENEESMIDDEL,22002.0,True
4,22004,CAP,ETIKETTERING,nl,2,GEHALTE AAN WERKZAME STOF(FEN),22002.0,True
5,22005,CAP,ETIKETTERING,nl,3,LIJST VAN HULPSTOFFEN,22002.0,True
6,22006,CAP,ETIKETTERING,nl,4,FARMACEUTISCHE VORM EN INHOUD,22002.0,True
7,22007,CAP,ETIKETTERING,nl,5,WIJZE VAN GEBRUIK EN TOEDIENINGSWEG(EN),22002.0,True
8,22008,CAP,ETIKETTERING,nl,6,EEN SPECIALE WAARSCHUWING DAT HET GENEESMIDDEL BUITEN HET ZICHT EN BEREIK VAN KINDEREN DIENT TE WORDEN GEHOUDEN,22002.0,True
9,22009,CAP,ETIKETTERING,nl,7,"ANDERE SPECIALE WAARSCHUWING(EN), INDIEN NODIG",22002.0,True
10,22010,CAP,ETIKETTERING,nl,8,UITERSTE GEBRUIKSDATUM,22002.0,True
11,22011,CAP,ETIKETTERING,nl,9,BIJZONDERE VOORZORGSMAATREGELEN VOOR DE BEWARING,22002.0,True
12,22012,CAP,ETIKETTERING,nl,10,BIJZONDERE VOORZORGSMAATREGELEN VOOR HET VERWIJDEREN VAN NIET-GEBRUIKTE GENEESMIDDELEN OF DAARVAN AFGELEIDE AFVALSTOFFEN (INDIEN VAN TOEPASSING),22002.0,True
13,22013,CAP,ETIKETTERING,nl,11,NAAM EN ADRES VAN DE HOUDER VAN DE VERGUNNING VOOR HET IN DE HANDEL BRENGEN,22002.0,True
14,22014,CAP,ETIKETTERING,nl,12,NUMMER(S) VAN DE VERGUNNING VOOR HET IN DE HANDEL BRENGEN ,22002.0,True
15,22015,CAP,ETIKETTERING,nl,13,"PARTIJNUMMER<, IDENTIFICATIE- EN PRODUCTCODES>",22002.0,True
16,22016,CAP,ETIKETTERING,nl,14,ALGEMENE INDELING VOOR DE AFLEVERING,22002.0,True
17,22017,CAP,ETIKETTERING,nl,15,INSTRUCTIES VOOR GEBRUIK,22002.0,True
18,22018,CAP,ETIKETTERING,nl,16,INFORMATIE IN BRAILLE,22002.0,True
19,22019,CAP,ETIKETTERING,nl,17,UNIEK IDENTIFICATIEKENMERK - 2D MATRIXCODE,22002.0,True
20,22020,CAP,ETIKETTERING,nl,18,UNIEK IDENTIFICATIEKENMERK - VOOR MENSEN LEESBARE GEGEVENS,22002.0,True
21,22021,CAP,ETIKETTERING,nl,,GEGEVENS DIE IN IEDER GEVAL OP BLISTERVERPAKKINGEN OF STRIPS MOETEN WORDEN VERMELD,22001.0,True
22,22022,CAP,ETIKETTERING,nl,1,NAAM VAN HET GENEESMIDDEL,22021.0,True
23,22023,CAP,ETIKETTERING,nl,2,NAAM VAN DE HOUDER VAN DE VERGUNNING VOOR HET IN DE HANDEL BRENGEN,22021.0,True
24,22024,CAP,ETIKETTERING,nl,3,UITERSTE GEBRUIKSDATUM,22021.0,True
25,22025,CAP,ETIKETTERING,nl,4,"PARTIJNUMMER<, IDENTIFICATIE- EN PRODUCTCODES>",22021.0,True
26,22026,CAP,ETIKETTERING,nl,5,OVERIGE,22021.0,True
27,22027,CAP,ETIKETTERING,nl,,GEGEVENS DIE IN IEDER GEVAL OP PRIMAIRE KLEINVERPAKKINGEN MOETEN WORDEN VERMELD,22001.0,True
28,22028,CAP,ETIKETTERING,nl,1,NAAM VAN HET GENEESMIDDEL EN DE TOEDIENINGSWEG(EN),22027.0,True
29,22029,CAP,ETIKETTERING,nl,2,NAAM VAN HET GENEESMIDDEL EN DE TOEDIENINGSWEG(EN),22027.0,True
30,22030,CAP,ETIKETTERING,nl,3,UITERSTE GEBRUIKSDATUM,22027.0,True
31,22031,CAP,ETIKETTERING,nl,4,"PARTIJNUMMER<, IDENTIFICATIE- EN PRODUCTCODES>",22027.0,True
32,22032,CAP,ETIKETTERING,nl,5,"INHOUD UITGEDRUKT IN GEWICHT, VOLUME OF EENHEID",22027.0,True
33,22033,CAP,ETIKETTERING,nl,6,OVERIGE,22027.0,True
