,id,Procedure type,Document type,Language code,Display code,Name,parent_id,Mandatory,heading_id
3093,90029,CAP,Labelling,se,2,ADMINISTRERINGSSÄTT,90027.0,True,29
3094,90030,CAP,Labelling,se,3,UTGÅNGSDATUM,90027.0,True,30
3095,90031,CAP,Labelling,se,4,"TILLVERKNINGSSATSNUMMER <, DONATIONS- OCH PRODUKTKODER>",90027.0,True,31
3096,90032,CAP,Labelling,se,5,"MÄNGD UTTRYCKT I VIKT, VOLYM ELLER PER ENHET",90027.0,True,32
3097,90033,CAP,Labelling,se,6,ÖVRIGT,90027.0,True,33
3098,91001,CAP,Package leaflet,se,,BIPACKSEDEL,,True,1
3099,91002,CAP,Package leaflet,se,,q Detta läkemedel är föremål för utökad övervakning. Detta kommer att göra det möjligt att snabbt identifiera ny säkerhetsinformation. Du kan hjälpa till genom att rapportera de biverkningar du eventuellt får. Information om hur du rapporterar biverkningar finns i slutet av avsnitt 4. ,91001.0,False,2
3100,91003,CAP,Package leaflet,se,,I denna bipacksedel finns information om följande:,91001.0,True,3
3101,91004,CAP,Package leaflet,se,1,Vad X är och vad det används för,91001.0,True,4
3102,91005,CAP,Package leaflet,se,2,Vad du behöver veta innan du <tar> <använder> X ,91001.0,True,5
3103,91006,CAP,Package leaflet,se,,<Ta> <Använd> inte X<:>,91005.0,True,6
3104,91007,CAP,Package leaflet,se,,Varningar och försiktighet,91005.0,True,7
3105,91008,CAP,Package leaflet,se,,Barn <och ungdomar>,91005.0,True,8
3106,91009,CAP,Package leaflet,se,,Andra läkemedel och X,91005.0,True,9
3107,91010,CAP,Package leaflet,se,,"X med <mat> <och > <,> <dryck> <och> <alkohol>",91005.0,True,10
3108,91011,CAP,Package leaflet,se,,"Graviditet <och> <,> amning <och fertilitet>",91005.0,True,11
3109,91012,CAP,Package leaflet,se,,Körförmåga och användning av maskiner,91005.0,True,12
3110,91013,CAP,Package leaflet,se,,X innehåller {namn på hjälpämne(n)},91005.0,False,13
3111,91014,CAP,Package leaflet,se,3,Hur du <tar> <använder> X,91001.0,True,14
3112,91015,CAP,Package leaflet,se,,Användning för barn <och ungdomar>,91014.0,False,15
3113,91016,CAP,Package leaflet,se,,Om du <har tagit> <använt> för stor mängd av X,91014.0,False,16
3114,91017,CAP,Package leaflet,se,,Om du har glömt att <ta> <använda> X,91014.0,False,17
3115,91018,CAP,Package leaflet,se,,Om du slutar att <ta> <använda>X,91014.0,False,18
3116,91019,CAP,Package leaflet,se,4,Eventuella biverkningar,91001.0,True,19
3117,91020,CAP,Package leaflet,se,,Ytterligare biverkningar hos barn <och ungdomar>,91019.0,False,20
3118,91021,CAP,Package leaflet,se,,Rapportering av biverkningar,91019.0,True,21
3119,91022,CAP,Package leaflet,se,5,Hur X ska förvaras,91001.0,True,22
3120,91023,CAP,Package leaflet,se,6,Förpackningens innehåll och övriga upplysningar,91001.0,True,23
3121,91024,CAP,Package leaflet,se,,Innehållsdeklaration,91023.0,True,24
3122,91025,CAP,Package leaflet,se,,Läkemedlets utseende och förpackningsstorlekar,91023.0,True,25
3123,91026,CAP,Package leaflet,se,,Innehavare av godkännande för försäljning och tillverkare,91023.0,True,26
3124,91027,CAP,Package leaflet,se,,Kontakta ombudet för innehavaren av godkännandet för försäljning om du vill veta mer om detta läkemedel,91023.0,False,27
3125,91028,CAP,Package leaflet,se,,Denna bipacksedel ändrades senast <{MM/ÅÅÅÅ}><{månad ÅÅÅÅ}>.,91023.0,True,28
3126,91029,CAP,Package leaflet,se,,Övriga informationskällor,91023.0,False,29
3127,91030,CAP,Package leaflet,se,,Följande uppgifter är endast avsedda för hälso- och sjukvårdspersonal:,91001.0,False,30
3128,92001,CAP,SmPC,sk,,SÚHRN CHARAKTERISTICKÝCH VLASTNOSTÍ LIEKU,,True,1
3129,92002,CAP,SmPC,sk,,"qTento liek je predmetom ďalšieho monitorovania. To umožní rýchle získanie nových informácií o bezpečnosti. Od zdravotníckych pracovníkov sa vyžaduje, aby hlásili akékoľvek podozrenia na nežiaduce reakcie. Informácie o tom, ako hlásiť nežiaduce reakcie, nájdete v časti 4.8.",92001.0,False,2
3130,92003,CAP,SmPC,sk,1,NÁZOV LIEKU,92001.0,True,3
3131,92004,CAP,SmPC,sk,2,KVALITATÍVNE A KVANTITATÍVNE ZLOŽENIE,92001.0,True,4
3132,92005,CAP,SmPC,sk,2.1,Všeobecný opis,92004.0,False,5
3133,92006,CAP,SmPC,sk,2.2,Kvalitatívne a kvantitatívne zloženie,92004.0,False,6
3134,92007,CAP,SmPC,sk,,Pomocná látka> <Pomocné látky> so známym účinkom,92006.0,False,7
3135,92008,CAP,SmPC,sk,3,LIEKOVÁ FORMA,92001.0,True,8
3136,92009,CAP,SmPC,sk,4,KLINICKÉ ÚDAJE,92001.0,True,9
3137,92010,CAP,SmPC,sk,4.1,Terapeutické indikácie,92009.0,True,10
3138,92011,CAP,SmPC,sk,4.2,Dávkovanie a spôsob podávania,92009.0,True,11
3139,92012,CAP,SmPC,sk,,Dávkovanie,92011.0,True,12
3140,92013,CAP,SmPC,sk,,Pediatrická populácia,92012.0,True,13
3141,92014,CAP,SmPC,sk,,Spôsob podávania,92011.0,True,14
3142,92015,CAP,SmPC,sk,,Opatrenia pred zaobchádzaním alebo podaním lieku,92014.0,False,15
3143,92016,CAP,SmPC,sk,4.3,Kontraindikácie,92009.0,True,16
3144,92017,CAP,SmPC,sk,4.4,Osobitné upozornenia a opatrenia pri používaní,92009.0,True,17
3145,92018,CAP,SmPC,sk,,Sledovateľnosť,92017.0,False,18
3146,92019,CAP,SmPC,sk,,Pediatrická populácia,92017.0,False,19
3147,92020,CAP,SmPC,sk,4.5,Liekové a iné interakcie,92009.0,True,20
3148,92021,CAP,SmPC,sk,,Pediatrická populácia,92020.0,False,21
3149,92022,CAP,SmPC,sk,4.6,"Fertilita, gravidita a laktácia",92009.0,True,22
3150,92023,CAP,SmPC,sk,,Gravidita,92022.0,False,23
3151,92024,CAP,SmPC,sk,,Dojčenie,92022.0,False,24
3152,92025,CAP,SmPC,sk,,Fertilita,92022.0,False,25
3153,92026,CAP,SmPC,sk,4.7,Ovplyvnenie schopnosti viesť vozidlá a obsluhovať stroje,92009.0,True,26
3154,92027,CAP,SmPC,sk,4.8,Nežiaduce účinky,92009.0,True,27
3155,92028,CAP,SmPC,sk,,Pediatrická populácia,92027.0,False,28
3156,92029,CAP,SmPC,sk,,Hlásenie podozrení na nežiaduce reakcie,92027.0,True,29
3157,92030,CAP,SmPC,sk,4.9,Predávkovanie,92009.0,True,30
3158,92031,CAP,SmPC,sk,,Pediatrická populácia,92030.0,False,31
3159,92032,CAP,SmPC,sk,5,FARMAKOLOGICKÉ VLASTNOSTI,92001.0,True,32
3160,92033,CAP,SmPC,sk,5.1,Farmakodynamické vlastnosti,92032.0,True,33
3161,92034,CAP,SmPC,sk,,Mechanizmus účinku,92033.0,False,34
3162,92035,CAP,SmPC,sk,,Farmakodynamické účinky,92033.0,False,35
3163,92036,CAP,SmPC,sk,,Klinická účinnosť a bezpečnosť,92033.0,False,36
3164,92037,CAP,SmPC,sk,,Pediatrická populácia,92033.0,False,37
3165,92038,CAP,SmPC,sk,5.2,Farmakokinetické vlastnosti,92032.0,True,38
3166,92039,CAP,SmPC,sk,,Absorpcia,92038.0,False,39
3167,92040,CAP,SmPC,sk,,Distribúcia,92038.0,False,40
3168,92041,CAP,SmPC,sk,,Biotransformácia,92038.0,False,41
3169,92042,CAP,SmPC,sk,,Eliminácia,92038.0,False,42
3170,92043,CAP,SmPC,sk,,Linearita/nelinearita,92038.0,False,43
3171,92044,CAP,SmPC,sk,,Farmakokinetický/farmakodynamický vzťah,92038.0,False,44
3172,92045,CAP,SmPC,sk,5.3,Predklinické údaje o bezpečnosti,92032.0,True,45
3173,92046,CAP,SmPC,sk,,Hodnotenie environmentálneho rizika (ERA),92045.0,False,46
3174,92047,CAP,SmPC,sk,6,FARMACEUTICKÉ INFORMÁCIE,92001.0,True,47
3175,92048,CAP,SmPC,sk,6.1,Zoznam pomocných látok,92047.0,True,48
3176,92049,CAP,SmPC,sk,6.2,Inkompatibility,92047.0,True,49
3177,92050,CAP,SmPC,sk,6.3,Čas použiteľnosti,92047.0,True,50
3178,92051,CAP,SmPC,sk,6.4,Špeciálne upozornenia na uchovávanie,92047.0,True,51
3179,92052,CAP,SmPC,sk,6.5,"Druh obalu a obsah balenia <a špeciálne zariadenie na použitie, podanie alebo implantáciu>",92047.0,True,52
3180,92053,CAP,SmPC,sk,6.6,Špeciálne opatrenia na likvidáciu <a iné zaobchádzanie s liekom>,92047.0,True,53
3181,92054,CAP,SmPC,sk,,Použitie v pediatrickej populácii,92053.0,False,54
3182,92055,CAP,SmPC,sk,7,DRŽITEĽ ROZHODNUTIA O REGISTRÁCII,92001.0,True,55
3183,92056,CAP,SmPC,sk,8,REGISTRAČNÉ <ČÍSLO> <ČÍSLA>,92001.0,True,56
3184,92057,CAP,SmPC,sk,9,DÁTUM PRVEJ REGISTRÁCIE/PREDĹŽENIA REGISTRÁCIE,92001.0,True,57
3185,92058,CAP,SmPC,sk,10,DÁTUM REVÍZIE TEXTU,92001.0,True,58
3186,92059,CAP,SmPC,sk,11,DOZIMETRIA,92001.0,False,59
3187,92060,CAP,SmPC,sk,12,POKYNY NA PRÍPRAVU RÁDIOFARMÁK,92001.0,False,60
3188,93001,CAP,AnnexII,sk,,PRÍLOHA II,,True,1
3189,93002,CAP,AnnexII,sk,A,<VÝROBCA (VÝROBCOVIA) BIOLOGICKÉHO LIEČIVA (BIOLOGICKÝCH LIEČIV) A>VÝROBCA (VÝROBCOVIA) ZODPOVEDNÝ (ZODPOVEDNÍ) ZA UVOĽNENIE ŠARŽE,93001.0,True,2
3190,93003,CAP,AnnexII,sk,,Názov a adresa výrobcu (výrobcov) biologického liečiva (biologických liečiv),93002.0,False,3
3191,93004,CAP,AnnexII,sk,,Názov a adresa výrobcu (výrobcov) zodpovedného (zodpovedných) za uvoľnenie šarže,93002.0,True,4
3192,93005,CAP,AnnexII,sk,B,PODMIENKY ALEBO OBMEDZENIA TÝKAJÚCE SA VÝDAJA A POUŽITIA ,93001.0,True,5
3193,93006,CAP,AnnexII,sk,,Oficiálne uvoľnenie šarže,93005.0,False,6
3194,93007,CAP,AnnexII,sk,C,ĎALŠIE PODMIENKY A POŽIADAVKY REGISTRÁCIE,93001.0,True,7
3195,93008,CAP,AnnexII,sk,,"Periodicky aktualizované správy o bezpečnosti (Periodic safety update reports, PSUR)",93007.0,True,8
3196,93009,CAP,AnnexII,sk,D,PODMIENKY ALEBO OBMEDZENIA TÝKAJÚCE SA BEZPEČNÉHO A ÚČINNÉHO POUŽÍVANIA LIEKU,93001.0,True,9
3197,93010,CAP,AnnexII,sk,,Plán riadenia rizík (RMP),93009.0,True,10
3198,93011,CAP,AnnexII,sk,,Nadstavbové opatrenia na minimalizáciu rizika,93009.0,False,11
3199,93012,CAP,AnnexII,sk,,Povinnosť vykonať postregistračné opatrenia,93009.0,False,12
3200,93013,CAP,AnnexII,en,E,OSOBITNÉ POŽIADAVKY NA SPLNENIE POSTREGISTRAČNÝCH OPATRENÍ <PRI REGISTRÁCII S PODMIENKOU> <PRI REGISTRÁCII ZA MIMORIADNYCH OKOLNOSTÍ>,93001.0,False,13
3201,94001,CAP,Labelling,sk,,OZNAČENIE OBALU,,True,1
3202,94002,CAP,Labelling,sk,,"ÚDAJE, KTORÉ MAJÚ BYŤ UVEDENÉ NA <VONKAJŠOM OBALE> <A> <VNÚTORNOM OBALE>",94001.0,True,2
3203,94003,CAP,Labelling,sk,1,NÁZOV LIEKU,94002.0,True,3
3204,94004,CAP,Labelling,sk,2,LIEČIVO (LIEČIVÁ),94002.0,True,4
3205,94005,CAP,Labelling,sk,3,ZOZNAM POMOCNÝCH LÁTOK,94002.0,True,5
3206,94006,CAP,Labelling,sk,4,LIEKOVÁ FORMA A OBSAH,94002.0,True,6
3207,94007,CAP,Labelling,sk,5,SPÔSOB A CESTA (CESTY) PODÁVANIA,94002.0,True,7
3208,94008,CAP,Labelling,sk,6,"ŠPECIÁLNE UPOZORNENIE, ŽE LIEK SA MUSÍ UCHOVÁVAŤ MIMO DOHĽADU A DOSAHU DETÍ",94002.0,True,8
3209,94009,CAP,Labelling,sk,7,"INÉ ŠPECIÁLNE UPOZORNENIE (UPOZORNENIA), AK JE TO POTREBNÉ",94002.0,True,9
3210,94010,CAP,Labelling,sk,8,DÁTUM EXSPIRÁCIE,94002.0,True,10
3211,94011,CAP,Labelling,sk,9,ŠPECIÁLNE PODMIENKY NA UCHOVÁVANIE,94002.0,True,11
3212,94012,CAP,Labelling,sk,10,"ŠPECIÁLNE UPOZORNENIA NA LIKVIDÁCIU NEPOUŽITÝCH LIEKOV ALEBO ODPADOV Z NICH VZNIKNUTÝCH, AK JE TO VHODNÉ",94002.0,True,12
3213,94013,CAP,Labelling,sk,11,NÁZOV A ADRESA DRŽITEĽA ROZHODNUTIA O REGISTRÁCII,94002.0,True,13
3214,94014,CAP,Labelling,sk,12,REGISTRAČNÉ <ČÍSLO> <ČÍSLA>,94002.0,True,14
3215,94015,CAP,Labelling,sk,13,"ČÍSLO VÝROBNEJ ŠARŽE<, KÓDY ODBERU A LIEKU>",94002.0,True,15
3216,94016,CAP,Labelling,sk,14,ZATRIEDENIE LIEKU PODĽA SPÔSOBU VÝDAJA,94002.0,True,16
3217,94017,CAP,Labelling,sk,15,POKYNY NA POUŽITIE,94002.0,True,17
3218,94018,CAP,Labelling,sk,16,INFORMÁCIE V BRAILLOVOM PÍSME,94002.0,True,18
3219,94019,CAP,Labelling,sk,17,ŠPECIFICKÝ IDENTIFIKÁTOR – DVOJROZMERNÝ ČIAROVÝ KÓD,94002.0,True,19
3220,94020,CAP,Labelling,sk,18,ŠPECIFICKÝ IDENTIFIKÁTOR – ÚDAJE ČITATEĽNÉ ĽUDSKÝM OKOM,94002.0,True,20
3221,94021,CAP,Labelling,sk,,"MINIMÁLNE ÚDAJE, KTORÉ MAJÚ BYŤ UVEDENÉ NA BLISTROCH ALEBO STRIPOCH",94001.0,True,21
3222,94022,CAP,Labelling,sk,1,NÁZOV LIEKU,94021.0,True,22
3223,94023,CAP,Labelling,sk,2,NÁZOV DRŽITEĽA ROZHODNUTIA O REGISTRÁCII,94021.0,True,23
3224,94024,CAP,Labelling,sk,3,DÁTUM EXSPIRÁCIE,94021.0,True,24
3225,94025,CAP,Labelling,sk,4,"ČÍSLO VÝROBNEJ ŠARŽE<, KÓDY ODBERU A LIEKU>",94021.0,True,25
3226,94026,CAP,Labelling,sk,5,INÉ,94021.0,True,26
3227,94027,CAP,Labelling,sk,,"MINIMÁLNE ÚDAJE, KTORÉ MAJÚ BYŤ UVEDENÉ NA MALOM VNÚTORNOM OBALE",94001.0,True,27
3228,94028,CAP,Labelling,sk,1,NÁZOV LIEKU A CESTA (CESTY) PODÁVANIA,94027.0,True,28
3229,94029,CAP,Labelling,sk,2,SPÔSOB PODÁVANIA,94027.0,True,29
3230,94030,CAP,Labelling,sk,3,DÁTUM EXSPIRÁCIE,94027.0,True,30
3231,94031,CAP,Labelling,sk,4,"ČÍSLO VÝROBNEJ ŠARŽE<, KÓDY ODBERU A LIEKU>",94027.0,True,31
3232,94032,CAP,Labelling,sk,5,"OBSAH V HMOTNOSTNÝCH, OBJEMOVÝCH ALEBO KUSOVÝCH JEDNOTKÁCH",94027.0,True,32
3233,94033,CAP,Labelling,sk,6,INÉ,94027.0,True,33
3234,95001,CAP,Package leaflet,sk,,PÍSOMNÁ INFORMÁCIA PRE POUŽÍVATEĽA,,True,1
3235,95002,CAP,Package leaflet,sk,,"qTento liek je predmetom ďalšieho monitorovania. To umožní rýchle získanie nových informácií o bezpečnosti. Môžete prispieť tým, že nahlásite akékoľvek vedľajšie účinky, ak sa u vás vyskytnú. Informácie o tom, ako hlásiť vedľajšie účinky, nájdete na konci časti 4.",95001.0,False,2
3236,95003,CAP,Package leaflet,sk,,V tejto písomnej informácii sa dozviete:,95001.0,True,3
3237,95004,CAP,Package leaflet,sk,1,Čo je X a na čo sa používa,95001.0,True,4
3238,95005,CAP,Package leaflet,sk,2,"Čo potrebujete vedieť predtým, ako <užijete> <použijete> X",95001.0,True,5
3239,95006,CAP,Package leaflet,sk,,<Neužívajte> <Nepoužívajte> X,95005.0,True,6
3240,95007,CAP,Package leaflet,sk,,Upozornenia a opatrenia,95005.0,True,7
3241,95008,CAP,Package leaflet,sk,,Deti <a dospievajúci>,95005.0,True,8
3242,95009,CAP,Package leaflet,sk,,Iné lieky a X,95005.0,True,9
3243,95010,CAP,Package leaflet,sk,,"X a <jedlo> <a> <,> <nápoje><a><alkohol>",95005.0,True,10
3244,95011,CAP,Package leaflet,sk,,Tehotenstvo <a> <dojčenie> <a plodnosť>,95005.0,True,11
3245,95012,CAP,Package leaflet,sk,,Vedenie vozidiel a obsluha strojov,95005.0,True,12
3246,95013,CAP,Package leaflet,sk,,X obsahuje {názov pomocnej látky(pomocných látok)},95005.0,False,13
3247,95014,CAP,Package leaflet,sk,3,Ako <užívať> <používať> X,95001.0,True,14
3248,95015,CAP,Package leaflet,sk,,Použitie u detí <a dospievajúcich>,95014.0,False,15
3249,95016,CAP,Package leaflet,sk,,"Ak <užijete> <použijete> viac X, ako máte",95014.0,False,16
3250,95017,CAP,Package leaflet,sk,,Ak zabudnete <užiť> <použiť> X,95014.0,False,17
3251,95018,CAP,Package leaflet,sk,,Ak prestanete <užívať> <používať> X,95014.0,False,18
3252,95019,CAP,Package leaflet,sk,4,Možné vedľajšie účinky,95001.0,True,19
3253,95020,CAP,Package leaflet,sk,,Ďalšie vedľajšie účinky u detí <a dospievajúcich>,95019.0,False,20
3254,95021,CAP,Package leaflet,sk,,Hlásenie vedľajších účinkov,95019.0,True,21
3255,95022,CAP,Package leaflet,sk,5,Ako uchovávať X,95001.0,True,22
3256,95023,CAP,Package leaflet,sk,6,Obsah balenia a ďalšie informácie,95001.0,True,23
3257,95024,CAP,Package leaflet,sk,,Čo X obsahuje,95023.0,True,24
3258,95025,CAP,Package leaflet,sk,,Ako vyzerá X a obsah balenia,95023.0,True,25
3259,95026,CAP,Package leaflet,sk,,Držiteľ rozhodnutia o registrácii a výrobca,95023.0,True,26
3260,95027,CAP,Package leaflet,sk,,"Ak potrebujete akúkoľvek informáciu o tomto lieku, kontaktujte miestneho zástupcu držiteľa rozhodnutia o registrácii:",95023.0,False,27
3261,95028,CAP,Package leaflet,sk,,Táto písomná informácia bola naposledy aktualizovaná v <{MM/RRRR}> <{mesiac RRRR}>.,95023.0,True,28
3262,95029,CAP,Package leaflet,sk,,Ďalšie zdroje informácií,95023.0,False,29
3263,95030,CAP,Package leaflet,sk,,Nasledujúca informácia je určená len pre zdravotníckych pracovníkov:,95001.0,False,30
3264,96001,CAP,SmPC,sl,,POVZETEK GLAVNIH ZNAČILNOSTI ZDRAVILA,,True,1
3265,96002,CAP,SmPC,sl,,"qZa to zdravilo se izvaja dodatno spremljanje varnosti. Tako bodo hitreje na voljo nove informacije o njegovi varnosti. Zdravstvene delavce naprošamo, da poročajo o katerem koli domnevnem neželenem učinku zdravila. Glejte poglavje 4.8, kako poročati o neželenih učinkih.",96001.0,False,2
3266,96003,CAP,SmPC,sl,1,IME ZDRAVILA,96001.0,True,3
3267,96004,CAP,SmPC,sl,2,KAKOVOSTNA IN KOLIČINSKA SESTAVA,96001.0,True,4
3268,96005,CAP,SmPC,sl,2.1,Splošen opis,96004.0,False,5
3269,96006,CAP,SmPC,sl,2.2,Kakovostna in količinska sestava,96004.0,False,6
3270,96007,CAP,SmPC,sl,,Pomožna(e) snov(i) z znanim učinkom:,96006.0,False,7
3271,96008,CAP,SmPC,sl,3,FARMACEVTSKA OBLIKA,96001.0,True,8
3272,96009,CAP,SmPC,sl,4,KLINIČNI PODATKI,96001.0,True,9
3273,96010,CAP,SmPC,sl,4.1,Terapevtske indikacije,96009.0,True,10
3274,96011,CAP,SmPC,sl,4.2,Odmerjanje in način uporabe,96009.0,True,11
3275,96012,CAP,SmPC,sl,,Odmerjanje,96011.0,True,12
3276,96013,CAP,SmPC,sl,,Pediatrična populacija,96012.0,True,13
3277,96014,CAP,SmPC,sl,,Način uporabe,96011.0,True,14
3278,96015,CAP,SmPC,sl,,"Previdnostni ukrepi, potrebni pred ravnanjem z zdravilom ali dajanjem zdravila",96014.0,False,15
3279,96016,CAP,SmPC,sl,4.3,Kontraindikacije,96009.0,True,16
3280,96017,CAP,SmPC,sl,4.4,Posebna opozorila in previdnostni ukrepi,96009.0,True,17
3281,96018,CAP,SmPC,sl,,Sledljivost,96017.0,False,18
3282,96019,CAP,SmPC,sl,,Pediatrična populacija,96017.0,False,19
3283,96020,CAP,SmPC,sl,4.5,Medsebojno delovanje z drugimi zdravili in druge oblike interakcij,96009.0,True,20
3284,96021,CAP,SmPC,sl,,Pediatrična populacija,96020.0,False,21
3285,96022,CAP,SmPC,sl,4.6,"Plodnost, nosečnost in dojenje",96009.0,True,22
3286,96023,CAP,SmPC,sl,,Nosečnost,96022.0,False,23
3287,96024,CAP,SmPC,sl,,Dojenje,96022.0,False,24
3288,96025,CAP,SmPC,sl,,Plodnost,96022.0,False,25
3289,96026,CAP,SmPC,sl,4.7,Vpliv na sposobnost vožnje in upravljanja strojev,96009.0,True,26
3290,96027,CAP,SmPC,sl,4.8,Neželeni učinki,96009.0,True,27
3291,96028,CAP,SmPC,sl,,Pediatrična populacija,96027.0,False,28
3292,96029,CAP,SmPC,sl,,Poročanje o domnevnih neželenih učinkih,96027.0,True,29
3293,96030,CAP,SmPC,sl,4.9,Preveliko odmerjanje,96009.0,True,30
3294,96031,CAP,SmPC,sl,,Pediatrična populacija,96030.0,False,31
3295,96032,CAP,SmPC,sl,5,FARMAKOLOŠKE LASTNOSTI,96001.0,True,32
3296,96033,CAP,SmPC,sl,5.1,Farmakodinamične lastnosti,96032.0,True,33
3297,96034,CAP,SmPC,sl,,Mehanizem delovanja,96033.0,False,34
3298,96035,CAP,SmPC,sl,,Farmakodinamični učinki,96033.0,False,35
3299,96036,CAP,SmPC,sl,,Klinična učinkovitost in varnost,96033.0,False,36
3300,96037,CAP,SmPC,sl,,Pediatrična populacija,96033.0,False,37
3301,96038,CAP,SmPC,sl,5.2,Farmakokinetične lastnosti,96032.0,True,38
3302,96039,CAP,SmPC,sl,,Absorpcija,96038.0,False,39
3303,96040,CAP,SmPC,sl,,Porazdelitev,96038.0,False,40
3304,96041,CAP,SmPC,sl,,Biotransformacija,96038.0,False,41
3305,96042,CAP,SmPC,sl,,Izločanje,96038.0,False,42
3306,96043,CAP,SmPC,sl,,Linearnost/nelinearnost,96038.0,False,43
3307,96044,CAP,SmPC,sl,,Farmakokinetično/farmakodinamično razmerje,96038.0,False,44
3308,96045,CAP,SmPC,sl,5.3,Predklinični podatki o varnosti,96032.0,True,45
3309,96046,CAP,SmPC,sl,,Ocena tveganja za okolje,96045.0,False,46
3310,96047,CAP,SmPC,sl,6,FARMACEVTSKI PODATKI,96001.0,True,47
3311,96048,CAP,SmPC,sl,6.1,Seznam pomožnih snovi,96047.0,True,48
3312,96049,CAP,SmPC,sl,6.2,Inkompatibilnosti,96047.0,True,49
3313,96050,CAP,SmPC,sl,6.3,Rok uporabnosti,96047.0,True,50
3314,96051,CAP,SmPC,sl,6.4,Posebna navodila za shranjevanje,96047.0,True,51
3315,96052,CAP,SmPC,sl,6.5,"Vrsta ovojnine in vsebina <ter posebna oprema za uporabo, dajanje ali implantacijo>",96047.0,True,52
3316,96053,CAP,SmPC,sl,6.6,Posebni varnostni ukrepi za odstranjevanje <in ravnanje z zdravilom>,96047.0,True,53
3317,96054,CAP,SmPC,sl,,Uporaba pri pediatrični populaciji,96053.0,False,54
3318,96055,CAP,SmPC,sl,7,IMETNIK DOVOLJENJA ZA PROMET Z ZDRAVILOM,96001.0,True,55
3319,96056,CAP,SmPC,sl,8,ŠTEVILKA (ŠTEVILKE) DOVOLJENJA (DOVOLJENJ) ZA PROMET Z ZDRAVILOM,96001.0,True,56
3320,96057,CAP,SmPC,sl,9,DATUM PRIDOBITVE/PODALJŠANJA DOVOLJENJA ZA PROMET Z ZDRAVILOM,96001.0,True,57
3321,96058,CAP,SmPC,sl,10,DATUM ZADNJE REVIZIJE BESEDILA,96001.0,True,58
3322,96059,CAP,SmPC,sl,11,DOZIMETRIJA,96001.0,False,59
3323,96060,CAP,SmPC,sl,12,NAVODILA ZA PRIPRAVO RADIOFARMAKOV,96001.0,False,60
3324,97001,CAP,AnnexII,sl,,PRILOGA II,,True,1
3325,97002,CAP,AnnexII,sl,A,"<PROIZVAJALEC (PROIZVAJALCI) BIOLOŠKE UČINKOVINE (UČINKOVIN) IN> PROIZVAJALEC (PROIZVAJALCI), ODGOVOREN (ODGOVORNI) ZA SPROŠČANJE SERIJ",97001.0,True,2
3326,97003,CAP,AnnexII,sl,,Ime in naslov proizvajalca (proizvajalcev) biološke učinkovine (učinkovin),97002.0,False,3
3327,97004,CAP,AnnexII,sl,,"Ime in naslov proizvajalca (proizvajalcev), odgovornega (odgovornih) za sproščanje serij",97002.0,True,4
3328,97005,CAP,AnnexII,sl,B,POGOJI ALI OMEJITVE GLEDE OSKRBE IN UPORABE,97001.0,True,5
3329,97006,CAP,AnnexII,sl,,Uradna sprostitev serije:,97005.0,False,6
3330,97007,CAP,AnnexII,sl,C,DRUGI POGOJI IN ZAHTEVE DOVOLJENJA ZA PROMET Z ZDRAVILOM,97001.0,True,7
3331,97008,CAP,AnnexII,sl,,Redno posodobljena poročila o varnosti zdravila (PSUR),97007.0,True,8
3332,97009,CAP,AnnexII,sl,D,POGOJI ALI OMEJITVE V ZVEZI Z VARNO IN UČINKOVITO UPORABO ZDRAVILA,97001.0,True,9
3333,97010,CAP,AnnexII,sl,,Načrt za obvladovanje tveganj (RMP),97009.0,True,10
3334,97011,CAP,AnnexII,sl,,Dodatni ukrepi za zmanjševanje tveganj,97009.0,False,11
3335,97012,CAP,AnnexII,sl,,Obveznost izvedbe ukrepov po pridobitvi dovoljenja za promet,97009.0,False,12
3336,97013,CAP,AnnexII,en,E,SPECIFIČNE ZAHTEVE ZA IZPOLNITEV UKREPOV PO PRIDOBITVI <POGOJNEGA DOVOLJENJA ZA PROMET Z ZDRAVILOM> <DOVOLJENJA ZA PROMET Z ZDRAVILOM V IZJEMNIH OKOLIŠČINAH,97001.0,False,13
3337,98001,CAP,Labelling,sl,,OZNAČEVANJE,,True,1
3338,98002,CAP,Labelling,sl,,PODATKI NA <ZUNANJI OVOJNINI> <IN> <PRIMARNI OVOJNINI>,98001.0,True,2
3339,98003,CAP,Labelling,sl,1,IME ZDRAVILA,98002.0,True,3
3340,98004,CAP,Labelling,sl,2,NAVEDBA ENE ALI VEČ UČINKOVIN,98002.0,True,4
3341,98005,CAP,Labelling,sl,3,SEZNAM POMOŽNIH SNOVI,98002.0,True,5
3342,98006,CAP,Labelling,sl,4,FARMACEVTSKA OBLIKA IN VSEBINA,98002.0,True,6
3343,98007,CAP,Labelling,sl,5,POSTOPEK IN POT(I) UPORABE ZDRAVILA,98002.0,True,7
3344,98008,CAP,Labelling,sl,6,POSEBNO OPOZORILO O SHRANJEVANJU ZDRAVILA ZUNAJ DOSEGA IN POGLEDA OTROK,98002.0,True,8
3345,98009,CAP,Labelling,sl,7,"DRUGA POSEBNA OPOZORILA, ČE SO POTREBNA",98002.0,True,9
3346,98010,CAP,Labelling,sl,8,DATUM IZTEKA ROKA UPORABNOSTI ZDRAVILA,98002.0,True,10
3347,98011,CAP,Labelling,sl,9,POSEBNA NAVODILA ZA SHRANJEVANJE,98002.0,True,11
