2021-09-19 09:54:07,595 : Flow Logger HTML_O : Starting HTML Conversion To Json | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 09:59:53,187 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176053' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:55,137 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '8. NUMMER PÅ GODKÄNNANDE FÖR FÖRSÄLJNING' | Qrd txt :- '8. NUMMER PÅ GODKÄNNANDE FÖR FÖRSÄLJNING' | Matched :- 'True'
2021-09-19 09:59:55,154 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176054' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:55,165 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176054' | prevHeadingCurrId :- '176046' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:55,173 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176054' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:55,824 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '9. DATUM FÖR FÖRSTA GODKÄNNANDE/FÖRNYAT GODKÄNNANDE' | Qrd txt :- '9. DATUM FÖR FÖRSTA GODKÄNNANDE/FÖRNYAT GODKÄNNANDE' | Matched :- 'True'
2021-09-19 09:59:55,842 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176055' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:55,852 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176055' | prevHeadingCurrId :- '176046' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:55,861 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176055' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:56,661 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '10. DATUM FÖR ÖVERSYN AV PRODUKTRESUMÉN' | Qrd txt :- '10. DATUM FÖR ÖVERSYN AV PRODUKTRESUMÉN' | Matched :- 'True'
2021-09-19 09:59:56,678 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176056' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:56,688 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176056' | prevHeadingCurrId :- '176046' | prevHeadingFoundId :- '176046'
2021-09-19 09:59:56,696 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_E : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176056' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176046'
2021-09-19 10:00:06,784 : Flow Logger HTML_O : Completed Heading Extraction For File | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:00:07,978 : Flow Logger HTML_O : 0: Heading Extraction,4.2557 Min,5.181968 MB,12.855764 MB,77.1%
 | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:00:14,378 : Flow Logger HTML_O : Starting Document Annotation For File | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:00:34,963 : Flow Logger HTML_O : Completed Document Annotation | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:00:36,102 : Flow Logger HTML_O : 0: Document Annotation,0.4686 Min,7.226571 MB,11.646211 MB,77.0%
 | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:00:39,799 : Flow Logger HTML_O : Starting Extracting Content Between Heading | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:00:43,330 : ExtractContentBetween_0_H : Cleaning Match Results | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json
2021-09-19 10:00:43,348 : ExtractContentBetween_0_H : Finished Cleaning Match Results | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json
2021-09-19 10:03:00,546 : Flow Logger HTML_B : Starting HTML Conversion To Json | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:03:00,565 : Style Dictionary_g : Reading style dictionary in file: rule_dictionary_sv.json | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:03:00,683 : Style Dictionary_g : Qrd Section Keys Retrieved For Style Dictionary: PRODUKTRESUMÉ, MÄRKNING, Bipacksedel: Information till användaren | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:03:06,025 : Parser_U : Writing to file: /Users/achilleas.voutsas/Development/data-science/EMA%20EPI%20PoC/conversion/work/H/NAP/Abacavir Accord/sv/2021-05-27T10-49-42Z/outputJSON/Abacavir Accord film-coated tablet SmPC.json | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:03:06,655 : Flow Logger HTML_B : Completed HTML Conversion To Json | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:03:06,661 : Flow Logger HTML_B : HTML Conversion To Json,0.1019 Min,4.196384 MB,5.800977 MB,75.3%
 | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:03:06,715 : Flow Logger HTML_B : Started Processing NAP Json | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:03:06,718 : Flow Logger HTML_B : 



||||||||||||||||||||||||||||||||0 ||||| Abacavir Accord film-coated tablet SmPC.json||||||||||||||||||||||||||||||||



 | H | NAP |  sv | HTML | Abacavir Accord film-coated tablet SmPC.htm
2021-09-19 10:03:06,730 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Starting Heading Extraction | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json
2021-09-19 10:03:07,500 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Started Extracting Heading | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json
2021-09-19 10:03:07,530 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- 'PRODUKTRESUMÉ' | Qrd txt :- 'PRODUKTRESUMÉ' | Matched :- 'True'
2021-09-19 10:03:07,538 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Passed As This The First Heading | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176001' | prevHeadingCurrId :- '' | prevHeadingFoundId :- ''
2021-09-19 10:03:07,575 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '1. LÄKEMEDLETS NAMN' | Qrd txt :- '1. LÄKEMEDLETS NAMN' | Matched :- 'True'
2021-09-19 10:03:07,587 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176003' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176001'
2021-09-19 10:03:07,593 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176003' | prevHeadingCurrId :- '176001' | prevHeadingFoundId :- '176001'
2021-09-19 10:03:08,152 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '2. KVALITATIV OCH KVANTITATIV SAMMANSÄTTNING' | Qrd txt :- '2. KVALITATIV OCH KVANTITATIV SAMMANSÄTTNING' | Matched :- 'True'
2021-09-19 10:03:08,162 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176004' | prevHeadingCurrId :- '176003' | prevHeadingFoundId :- '176003'
2021-09-19 10:03:08,170 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176004' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176003'
2021-09-19 10:03:09,623 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '3. LÄKEMEDELSFORM' | Qrd txt :- '3. LÄKEMEDELSFORM' | Matched :- 'True'
2021-09-19 10:03:09,634 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176006' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176003'
2021-09-19 10:03:09,642 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176006' | prevHeadingCurrId :- '176003' | prevHeadingFoundId :- '176003'
2021-09-19 10:03:09,650 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176006' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176003'
2021-09-19 10:03:11,937 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '4. KLINISKA UPPGIFTER' | Qrd txt :- '4. KLINISKA UPPGIFTER' | Matched :- 'True'
2021-09-19 10:03:11,947 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176003'
2021-09-19 10:03:11,956 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176007' | prevHeadingCurrId :- '176003' | prevHeadingFoundId :- '176003'
2021-09-19 10:03:11,963 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176007' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176003'
2021-09-19 10:03:12,300 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '4.1 Terapeutiska indikationer' | Qrd txt :- '4.1 Terapeutiska indikationer' | Matched :- 'True'
2021-09-19 10:03:12,313 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176008' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176003'
2021-09-19 10:03:12,322 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176008' | prevHeadingCurrId :- '176003' | prevHeadingFoundId :- '176003'
2021-09-19 10:03:15,934 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '4.2 Dosering och administreringssätt' | Qrd txt :- '4.2 Dosering och administreringssätt' | Matched :- 'True'
2021-09-19 10:03:15,947 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176009' | prevHeadingCurrId :- '176008' | prevHeadingFoundId :- '176008'
2021-09-19 10:03:15,960 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176009' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176008'
2021-09-19 10:03:31,523 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '4.3 Kontraindikationer' | Qrd txt :- '4.3 Kontraindikationer' | Matched :- 'True'
2021-09-19 10:03:31,546 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176008'
2021-09-19 10:03:31,558 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176014' | prevHeadingCurrId :- '176008' | prevHeadingFoundId :- '176008'
2021-09-19 10:03:31,577 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176014' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176008'
2021-09-19 10:03:32,855 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Match Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | Doc txt :- '4.4 Varningar och försiktighet' | Qrd txt :- '4.4 Varningar och försiktighet' | Matched :- 'True'
2021-09-19 10:03:32,868 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Flow Is Broken | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176015' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176008'
2021-09-19 10:03:32,878 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Passed | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176015' | prevHeadingCurrId :- '176008' | prevHeadingFoundId :- '176008'
2021-09-19 10:03:32,888 : Heading Extraction Abacavir Accord film-coated tablet SmPC.json_K : Validation Failed By Style | H | NAP |  sv | 0 | Abacavir Accord film-coated tablet SmPC.json | currHeadId :- '176015' | prevHeadingCurrId :- '' | prevHeadingFoundId :- '176008'
