2021-05-04 15:57:33,072 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json
2021-05-04 15:57:33,242 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Started Extracting Heading | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json
2021-05-04 15:57:33,367 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-04 16:36:02,918 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     It is normal to see a small amount of insulin left in the pen that you cannot inject.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:02,975 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Giving your injection' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:03,027 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Giving your injection' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:03,116 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Inject your insulin as your healthcare professional has shown you.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:03,245 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Inject your insulin as your healthcare professional has shown you.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:03,337 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Change (rotate) your injection site for each injection.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:03,453 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Change (rotate) your injection site for each injection.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:03,537 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Do not try to change your dose while injecting.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:03,632 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Do not try to change your dose while injecting.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:03,688 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'After your injection' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:03,740 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'After your injection' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:03,794 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Disposing of pens and needles' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:03,805 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Disposing of pens and needles' | Qrd txt :- 'Use in children <and adolescents>' | Matched :- 'False'
2021-05-04 16:36:03,864 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Disposing of pens and needles' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:03,966 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Put used needles in a closable, puncture-resistant sharps container.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:04,093 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Put used needles in a closable, puncture-resistant sharps container.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:04,170 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Do not recycle the filled sharps container.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:04,251 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Do not recycle the filled sharps container.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:04,416 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Ask your healthcare professional about options to dispose of the pens and sharps container properly.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:04,644 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Ask your healthcare professional about options to dispose of the pens and sharps container properly.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:04,850 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     The directions regarding needle handling are not intended to replace local, healthcare professional or institutional policies.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:05,083 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     The directions regarding needle handling are not intended to replace local, healthcare professional or institutional policies.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:05,151 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Storing your pen' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:05,198 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Storing your pen' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:05,232 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Unused pens' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:05,271 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Unused pens' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:05,356 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Store unused pens in the refrigerator at (2 °C to 8 °C).' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:05,495 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Store unused pens in the refrigerator at (2 °C to 8 °C).' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:05,604 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Do not freeze ABASAGLAR. Do not use if it has been frozen.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:05,747 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Do not freeze ABASAGLAR. Do not use if it has been frozen.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:06,007 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Unused pens may be used until the expiration date printed on the label, if the pen has been kept in the refrigerator.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:06,301 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Unused pens may be used until the expiration date printed on the label, if the pen has been kept in the refrigerator.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:06,382 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'In-use pen' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:06,658 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Store the pen you are currently using at room temperature [below (30 °C)] and away from dust, food and liquids, heat and light.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:06,926 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Store the pen you are currently using at room temperature [below (30 °C)] and away from dust, food and liquids, heat and light.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:07,130 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Throw away the pen you are using after 28 days, even if it still has insulin left in it.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:07,333 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Throw away the pen you are using after 28 days, even if it still has insulin left in it.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:07,457 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'General information about the safe and effective use of your pen' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:07,609 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'General information about the safe and effective use of your pen' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:07,735 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Keep your pen and needles out of the sight and reach of children.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:07,902 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Keep your pen and needles out of the sight and reach of children.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:08,029 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Do not use your pen if any part looks broken or damaged.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:08,174 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Do not use your pen if any part looks broken or damaged.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:08,304 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Always carry an extra pen in case yours is lost or damaged.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:08,447 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     Always carry an extra pen in case yours is lost or damaged.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:08,499 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Troubleshooting' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:08,549 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'Troubleshooting' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:08,763 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     If you cannot remove the pen cap, gently twist the cap back and forth, and then pull the cap straight off.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:09,047 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     If you cannot remove the pen cap, gently twist the cap back and forth, and then pull the cap straight off.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:09,132 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     If the dose knob is hard to push:' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:09,206 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '•     If the dose knob is hard to push:' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:09,304 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '–    Pushing the dose knob more slowly will make it easier to inject.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:09,434 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '–    Pushing the dose knob more slowly will make it easier to inject.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:09,539 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '–    Your needle may be blocked. Put on a new needle and prime the pen.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:09,730 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '–    Your needle may be blocked. Put on a new needle and prime the pen.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:09,955 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '–    You may have dust, food, or liquid inside the pen. Throw the pen away and get a new pen. You may need to get a prescription from your healthcare professional.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:10,215 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- '–    You may have dust, food, or liquid inside the pen. Throw the pen away and get a new pen. You may need to get a prescription from your healthcare professional.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:10,403 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'If you have any questions or problems with your ABASAGLAR Tempo Pen, contact your healthcare professional for help.' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:10,627 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'If you have any questions or problems with your ABASAGLAR Tempo Pen, contact your healthcare professional for help.' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'False'
2021-05-04 16:36:10,715 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Failed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'This leaflet was last revised in ' | Qrd txt :- 'Pregnancy <and> <,> breast-feeding <and fertility>' | Matched :- 'False'
2021-05-04 16:36:10,799 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Match Passed | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | Doc txt :- 'This leaflet was last revised in ' | Qrd txt :- 'This leaflet was last revised in <{MM/YYYY}><{month YYYY}>.' | Matched :- 'True'
2021-05-04 16:36:10,807 : Heading Extraction Abasaglar-h-2835-en_ PACKAGE LEAFLET.json : Validation Failed As Previous Heading Found is not matching | CAP |  en | 3 | Abasaglar-h-2835-en_ PACKAGE LEAFLET.json | currHeadId :- '23028' | currParentHeadId :- '23023.0' | prevParentHeadId :- '23029'
2021-05-04 17:16:17,800 : Heading Extraction Abilify-h-471-e_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Abilify-h-471-e_SmPC.json
2021-05-04 17:16:18,032 : Heading Extraction Abilify-h-471-e_SmPC.json : Started Extracting Heading | CAP |  en | 0 | Abilify-h-471-e_SmPC.json
2021-05-04 17:16:18,271 : Heading Extraction Abilify-h-471-e_SmPC.json : Match Passed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-04 17:16:18,279 : Heading Extraction Abilify-h-471-e_SmPC.json : Validation Passed As This The First Heading | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | currHeadId :- '20001' | currParentHeadId :- 'nan' | prevParentHeadId :- ''
2021-05-04 17:16:18,315 : Heading Extraction Abilify-h-471-e_SmPC.json : Match Passed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | Doc txt :- '1.       NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-05-04 17:16:18,328 : Heading Extraction Abilify-h-471-e_SmPC.json : Validation Flow Is Broken | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-04 17:16:18,333 : Heading Extraction Abilify-h-471-e_SmPC.json : Validation Passed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-04 17:16:19,784 : Heading Extraction Abilify-h-471-e_SmPC.json : Match Passed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | Doc txt :- '2.       QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-04 17:16:19,800 : Heading Extraction Abilify-h-471-e_SmPC.json : Validation Passed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | currHeadId :- '20004' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20003'
2021-05-04 17:16:20,664 : Heading Extraction Abilify-h-471-e_SmPC.json : Match Failed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | Doc txt :- 'Each tablet contains 5 mg of aripiprazole.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 17:16:20,791 : Heading Extraction Abilify-h-471-e_SmPC.json : Match Passed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | Doc txt :- 'Excipient with known effect' | Qrd txt :- 'Excipient(s) with known effect' | Matched :- 'True'
2021-05-04 17:16:20,802 : Heading Extraction Abilify-h-471-e_SmPC.json : Validation Flow Is Broken | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | currHeadId :- '20007' | currParentHeadId :- '20006.0' | prevParentHeadId :- '20004'
2021-05-04 17:16:20,817 : Heading Extraction Abilify-h-471-e_SmPC.json : Validation Passed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | currHeadId :- '20007' | currParentHeadId :- '20006.0' | prevParentHeadId :- '20004'
2021-05-04 17:16:21,222 : Heading Extraction Abilify-h-471-e_SmPC.json : Match Failed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | Doc txt :- '63.65 mg lactose (as monohydrate) per tablet' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 17:16:22,023 : Heading Extraction Abilify-h-471-e_SmPC.json : Match Passed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | Doc txt :- 'Excipient with known effect' | Qrd txt :- 'Excipient(s) with known effect' | Matched :- 'True'
2021-05-04 17:16:22,034 : Heading Extraction Abilify-h-471-e_SmPC.json : Validation Flow Is Broken | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | currHeadId :- '20007' | currParentHeadId :- '20006.0' | prevParentHeadId :- '20004'
2021-05-04 17:16:22,050 : Heading Extraction Abilify-h-471-e_SmPC.json : Validation Passed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | currHeadId :- '20007' | currParentHeadId :- '20006.0' | prevParentHeadId :- '20004'
2021-05-04 17:16:23,406 : Heading Extraction Abilify-h-471-e_SmPC.json : Match Passed | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | Doc txt :- 'Excipient with known effect' | Qrd txt :- 'Excipient(s) with known effect' | Matched :- 'True'
2021-05-04 17:16:23,418 : Heading Extraction Abilify-h-471-e_SmPC.json : Validation Flow Is Broken | CAP |  en | 0 | Abilify-h-471-e_SmPC.json | currHeadId :- '20007' | currParentHeadId :- '20006.0' | prevParentHeadId :- '20004'
