,id,domain,Procedure type,Document type,Language code,Display code,Name,parent_id,Mandatory,heading_id
3650,107016,H,NAP,SmPC,cs,,Sledovatelnost,107015.0,False,16
3651,107017,H,NAP,SmPC,cs,,Pediatrická populace,107015.0,False,17
3652,107018,H,NAP,SmPC,cs,4.5,Interakce s jinými léčivými přípravky a jiné formy interakce,107007.0,True,18
3653,107019,H,NAP,SmPC,cs,,Pediatrická populace,107018.0,False,19
3654,107020,H,NAP,SmPC,cs,4.6,"Fertilita, těhotenství a kojení",107007.0,True,20
3655,107021,H,NAP,SmPC,cs,,Těhotenství,107020.0,False,21
3656,107022,H,NAP,SmPC,cs,,Kojení,107020.0,False,22
3657,107023,H,NAP,SmPC,cs,,Fertilita,107020.0,False,23
3658,107024,H,NAP,SmPC,cs,4.7,Účinky na schopnost řídit a obsluhovat stroje,107007.0,True,24
3659,107025,H,NAP,SmPC,cs,4.8,Nežádoucí účinky,107007.0,True,25
3660,107026,H,NAP,SmPC,cs,,Pediatrická populace,107025.0,False,26
3661,107027,H,NAP,SmPC,cs,,Hlášení podezření na nežádoucí účinky,107025.0,True,27
3662,107028,H,NAP,SmPC,cs,4.9,Předávkování,107007.0,True,28
3663,107029,H,NAP,SmPC,cs,,Pediatrická populace,107028.0,False,29
3664,107030,H,NAP,SmPC,cs,5,FARMAKOLOGICKÉ VLASTNOSTI,107001.0,True,30
3665,107031,H,NAP,SmPC,cs,5.1,Farmakodynamické vlastnosti,107030.0,True,31
3666,107032,H,NAP,SmPC,cs,,Mechanismus účinku,107031.0,False,32
3667,107033,H,NAP,SmPC,cs,,Farmakodynamické účinky,107031.0,False,33
3668,107034,H,NAP,SmPC,cs,,Klinická účinnost a bezpečnost,107031.0,False,34
3669,107035,H,NAP,SmPC,cs,,Pediatrická populace,107031.0,False,35
3670,107036,H,NAP,SmPC,cs,5.2,Farmakokinetické vlastnosti,107030.0,True,36
3671,107037,H,NAP,SmPC,cs,,Absorpce,107036.0,False,37
3672,107038,H,NAP,SmPC,cs,,Distribuce,107036.0,False,38
3673,107039,H,NAP,SmPC,cs,,Biotransformace,107036.0,False,39
3674,107040,H,NAP,SmPC,cs,,Eliminace,107036.0,False,40
3675,107041,H,NAP,SmPC,cs,,Linearita/nelinearita,107036.0,False,41
3676,107042,H,NAP,SmPC,cs,,Farmakokinetické/farmakodynamické vztahy,107036.0,False,42
3677,107043,H,NAP,SmPC,cs,5.3,Předklinické údaje vztahující se k bezpečnosti,107030.0,True,43
3678,107044,H,NAP,SmPC,cs,,Posouzení rizika pro životní prostředí,107043.0,False,44
3679,107045,H,NAP,SmPC,cs,6,FARMACEUTICKÉ ÚDAJE,107001.0,True,45
3680,107046,H,NAP,SmPC,cs,6.1,Seznam pomocných látek,107045.0,True,46
3681,107047,H,NAP,SmPC,cs,6.2,Inkompatibility,107045.0,True,47
3682,107048,H,NAP,SmPC,cs,6.3,Doba použitelnosti,107045.0,True,48
3683,107049,H,NAP,SmPC,cs,6.4,Zvláštní opatření pro uchovávání,107045.0,True,49
3684,107050,H,NAP,SmPC,cs,6.5,Druh obalu a obsah balení,107045.0,True,50
3685,107051,H,NAP,SmPC,cs,6.6,Zvláštní opatření pro likvidaci přípravku <a pro zacházení s ním>,107045.0,True,51
3686,107052,H,NAP,SmPC,cs,,Použití u pediatrické populace,107051.0,False,52
3687,107053,H,NAP,SmPC,cs,7,DRŽITEL ROZHODNUTÍ O REGISTRACI,107001.0,True,53
3688,107054,H,NAP,SmPC,cs,8,REGISTRAČNÍ ČÍSLO/REGISTRAČNÍ ČÍSLA ,107001.0,True,54
3689,107055,H,NAP,SmPC,cs,9,DATUM PRVNÍ REGISTRACE/PRODLOUŽENÍ REGISTRACE,107001.0,True,55
3690,107056,H,NAP,SmPC,cs,10,DATUM REVIZE TEXTU,107001.0,True,56
3691,107057,H,NAP,SmPC,cs,11,DOZIMETRIE,107001.0,False,57
3692,107058,H,NAP,SmPC,cs,12,NÁVOD PRO PŘÍPRAVU RADIOFARMAK,107001.0,False,58
3693,108001,H,NAP,Labelling,cs,,OZNAČENÍ NA OBALU,,True,1
3694,108002,H,NAP,Labelling,cs,,ÚDAJE UVÁDĚNÉ NA <VNĚJŠÍM OBALU> <A> <VNITŘNÍM OBALU>,108001.0,True,2
3695,108003,H,NAP,Labelling,cs,1,NÁZEV LÉČIVÉHO PŘÍPRAVKU,108002.0,True,3
3696,108004,H,NAP,Labelling,cs,2,OBSAH LÉČIVÉ LÁTKY/LÉČIVÝCH LÁTEK,108002.0,True,4
3697,108005,H,NAP,Labelling,cs,3,SEZNAM POMOCNÝCH LÁTEK,108002.0,True,5
3698,108006,H,NAP,Labelling,cs,4,LÉKOVÁ FORMA A OBSAH BALENÍ,108002.0,True,6
3699,108007,H,NAP,Labelling,cs,5,ZPŮSOB A CESTA/CESTY PODÁNÍ,108002.0,True,7
3700,108008,H,NAP,Labelling,cs,6,"ZVLÁŠTNÍ UPOZORNĚNÍ, ŽE LÉČIVÝ PŘÍPRAVEK MUSÍ BÝT UCHOVÁVÁN MIMO DOHLED A DOSAH DĚTÍ",108002.0,True,8
3701,108009,H,NAP,Labelling,cs,7,"DALŠÍ ZVLÁŠTNÍ UPOZORNĚNÍ, POKUD JE POTŘEBNÉ",108002.0,True,9
3702,108010,H,NAP,Labelling,cs,8,POUŽITELNOST,108002.0,True,10
3703,108011,H,NAP,Labelling,cs,9,ZVLÁŠTNÍ PODMÍNKY PRO UCHOVÁVÁNÍ,108002.0,True,11
3704,108012,H,NAP,Labelling,cs,10,"ZVLÁŠTNÍ OPATŘENÍ PRO LIKVIDACI NEPOUŽITÝCH LÉČIVÝCH PŘÍPRAVKŮ NEBO ODPADU Z NICH, POKUD JE TO VHODNÉ",108002.0,True,12
3705,108013,H,NAP,Labelling,cs,11,NÁZEV A ADRESA DRŽITELE ROZHODNUTÍ O REGISTRACI,108002.0,True,13
3706,108014,H,NAP,Labelling,cs,12,REGISTRAČNÍ ČÍSLO/ČÍSLA,108002.0,True,14
3707,108015,H,NAP,Labelling,cs,13,ČÍSLO ŠARŽE ,108002.0,True,15
3708,108016,H,NAP,Labelling,cs,14,KLASIFIKACE PRO VÝDEJ,108002.0,True,16
3709,108017,H,NAP,Labelling,cs,15,NÁVOD K POUŽITÍ,108002.0,True,17
3710,108018,H,NAP,Labelling,cs,16,INFORMACE V BRAILLOVĚ PÍSMU,108002.0,True,18
3711,108019,H,NAP,Labelling,cs,17,JEDINEČNÝ IDENTIFIKÁTOR – 2D ČÁROVÝ KÓD,108002.0,True,19
3712,108020,H,NAP,Labelling,cs,18,JEDINEČNÝ IDENTIFIKÁTOR – DATA ČITELNÁ OKEM,108002.0,True,20
3713,108021,H,NAP,Labelling,cs,,MINIMÁLNÍ ÚDAJE UVÁDĚNÉ NA BLISTRECH NEBO STRIPECH,108001.0,True,21
3714,108022,H,NAP,Labelling,cs,1,NÁZEV LÉČIVÉHO PŘÍPRAVKU,108021.0,True,22
3715,108023,H,NAP,Labelling,cs,2,NÁZEV DRŽITELE ROZHODNUTÍ O REGISTRACI,108021.0,True,23
3716,108024,H,NAP,Labelling,cs,3,POUŽITELNOST,108021.0,True,24
3717,108025,H,NAP,Labelling,cs,4,ČÍSLO ŠARŽE ,108021.0,True,25
3718,108026,H,NAP,Labelling,cs,5,JINÉ,108021.0,True,26
3719,108027,H,NAP,Labelling,cs,,MINIMÁLNÍ ÚDAJE UVÁDĚNÉ NA MALÉM VNITŘNÍM OBALU,108001.0,True,27
3720,108028,H,NAP,Labelling,cs,1,NÁZEV LÉČIVÉHO PŘÍPRAVKU A CESTA/CESTY PODÁNÍ,108027.0,True,28
3721,108029,H,NAP,Labelling,cs,2,ZPŮSOB PODÁNÍ,108027.0,True,29
3722,108030,H,NAP,Labelling,cs,3,POUŽITELNOST,108027.0,True,30
3723,108031,H,NAP,Labelling,cs,4,ČÍSLO ŠARŽE ,108027.0,True,31
3724,108032,H,NAP,Labelling,cs,5,"OBSAH UDANÝ JAKO HMOTNOST, OBJEM NEBO POČET",108027.0,True,32
3725,108033,H,NAP,Labelling,cs,6,JINÉ,108027.0,True,33
3726,109001,H,NAP,Package leaflet,cs,,PŘÍBALOVÁ INFORMACE,,True,1
3727,109002,H,NAP,Package leaflet,cs,,"qTento přípravek podléhá dalšímu sledování. To umožní rychlé získání nových informací o bezpečnosti. Můžete přispět tím, že nahlásíte jakékoli nežádoucí účinky, které se u Vás vyskytnou. Jak hlásit nežádoucí účinky je popsáno v závěru bodu 4.",109001.0,False,2
3728,109003,H,NAP,Package leaflet,cs,,Co naleznete v této příbalové informaci,109001.0,True,3
3729,109004,H,NAP,Package leaflet,cs,1,Co je <přípravek> X a k čemu se používá,109001.0,True,4
3730,109005,H,NAP,Package leaflet,cs,2,"Čemu musíte věnovat pozornost, než začnete <přípravek> X <užívat> <používat> ",109001.0,True,5
3731,109006,H,NAP,Package leaflet,cs,,<Neužívejte> <Nepoužívejte> <přípravek> X,109005.0,True,6
3732,109007,H,NAP,Package leaflet,cs,,Upozornění a opatření ,109005.0,True,7
3733,109008,H,NAP,Package leaflet,cs,,Děti <a dospívající>,109005.0,True,8
3734,109009,H,NAP,Package leaflet,cs,,Další léčivé přípravky a <přípravek> X,109005.0,True,9
3735,109010,H,NAP,Package leaflet,cs,,"<Přípravek> X s <jídlem> <a> <,> <pitím> <a> <alkoholem>",109005.0,True,10
3736,109011,H,NAP,Package leaflet,cs,,"Těhotenství <a> <,> kojení <a plodnost>",109005.0,True,11
3737,109012,H,NAP,Package leaflet,cs,,Řízení dopravních prostředků a obsluha strojů,109005.0,True,12
3738,109013,H,NAP,Package leaflet,cs,,<Přípravek> X obsahuje {název pomocné látky/pomocných látek},109005.0,False,13
3739,109014,H,NAP,Package leaflet,cs,3,Jak se <přípravek> X <užívá> <používá>,109001.0,True,14
3740,109015,H,NAP,Package leaflet,cs,,Použití u dětí <a dospívajících>,109014.0,False,15
3741,109016,H,NAP,Package leaflet,cs,,"Jestliže jste <užil(a)> <použil(a)> více <přípravku>X, než jste měl(a)",109014.0,False,16
3742,109017,H,NAP,Package leaflet,cs,,Jestliže jste zapomněl(a) <užít> <použít> <přípravek>X,109014.0,False,17
3743,109018,H,NAP,Package leaflet,cs,,Jestliže jste přestal(a) <užívat> <používat> <přípravek>X,109014.0,False,18
3744,109019,H,NAP,Package leaflet,cs,4,Možné nežádoucí účinky,109001.0,True,19
3745,109020,H,NAP,Package leaflet,cs,,Další nežádoucí účinky u dětí <a dospívajících>,109019.0,False,20
3746,109021,H,NAP,Package leaflet,cs,,Hlášení nežádoucích účinků,109019.0,True,21
3747,109022,H,NAP,Package leaflet,cs,5,Jak <přípravek> X uchovávat,109001.0,True,22
3748,109023,H,NAP,Package leaflet,cs,6,Obsah balení a další informace,109001.0,True,23
3749,109024,H,NAP,Package leaflet,cs,,Co <přípravek> X obsahuje ,109023.0,True,24
3750,109025,H,NAP,Package leaflet,cs,,Jak<přípravek> X vypadá a co obsahuje toto balení,109023.0,True,25
3751,109026,H,NAP,Package leaflet,cs,,Držitel rozhodnutí o registraci a výrobce,109023.0,True,26
3752,109027,H,NAP,Package leaflet,cs,,Tento léčivý přípravek je v členských státech EHP registrován pod těmito názvy:,109023.0,False,27
3753,109028,H,NAP,Package leaflet,cs,,Tato příbalová informace byla naposledy revidována <{DD. MM. RRRR}> <{MM/RRRR}> <{měsíc RRRR}>.,109023.0,True,28
3754,109029,H,NAP,Package leaflet,cs,,Další zdroje informací,109023.0,False,29
3755,109030,H,NAP,Package leaflet,cs,,Následující informace jsou určeny pouze pro zdravotnické pracovníky:,109001.0,False,30
3756,110001,H,NAP,SmPC,da,,PRODUKTRESUMÉ,,True,1
3757,110002,H,NAP,SmPC,da,,"qDette lægemiddel er underlagt supplerende overvågning. Dermed kan nye sikkerhedsoplysninger hurtigt tilvejebringes. Sundhedspersoner anmodes om at indberette alle formodede bivirkninger. Se i pkt. 4.8, hvordan bivirkninger indberettes.",110001.0,False,2
3758,110003,H,NAP,SmPC,da,1,LÆGEMIDLETS NAVN,110001.0,True,3
3759,110004,H,NAP,SmPC,da,2,KVALITATIV OG KVANTITATIV SAMMENSÆTNING,110001.0,True,4
3760,110005,H,NAP,SmPC,da,,"Hjælpestof(fer), som behandleren skal være opmærksom på",110004.0,False,5
3761,110006,H,NAP,SmPC,da,3,LÆGEMIDDELFORM,110001.0,True,6
3762,110007,H,NAP,SmPC,da,4,KLINISKE OPLYSNINGER,110001.0,True,7
3763,110008,H,NAP,SmPC,da,4.1,Terapeutiske indikationer,110007.0,True,8
3764,110009,H,NAP,SmPC,da,4.2,Dosering og administration,110007.0,True,9
3765,110010,H,NAP,SmPC,da,,Dosering,110009.0,True,10
3766,110011,H,NAP,SmPC,da,,Pædiatrisk population,110010.0,True,11
3767,110012,H,NAP,SmPC,da,,Administration,110009.0,True,12
3768,110013,H,NAP,SmPC,da,,"Sikkerhedsforanstaltninger, der skal tages før håndtering og administration af lægemidlet",110012.0,False,13
3769,110014,H,NAP,SmPC,da,4.3,Kontraindikationer,110007.0,True,14
3770,110015,H,NAP,SmPC,da,4.4,Særlige advarsler og forsigtighedsregler vedrørende brugen,110007.0,True,15
3771,110016,H,NAP,SmPC,da,,Sporbarhed,110015.0,False,16
3772,110017,H,NAP,SmPC,da,,Pædiatrisk population,110015.0,False,17
3773,110018,H,NAP,SmPC,da,4.5,Interaktion med andre lægemidler og andre former for interaktion,110007.0,True,18
3774,110019,H,NAP,SmPC,da,,Pædiatrisk population,110018.0,False,19
3775,110020,H,NAP,SmPC,da,4.6,"Fertilitet, graviditet og amning",110007.0,True,20
3776,110021,H,NAP,SmPC,da,,Graviditet,110020.0,False,21
3777,110022,H,NAP,SmPC,da,,Amning,110020.0,False,22
3778,110023,H,NAP,SmPC,da,,Fertilitet,110020.0,False,23
3779,110024,H,NAP,SmPC,da,4.7,Virkning på evnen til at føre motorkøretøj og betjene maskiner,110007.0,True,24
3780,110025,H,NAP,SmPC,da,4.8,Bivirkninger,110007.0,True,25
3781,110026,H,NAP,SmPC,da,,Pædiatrisk population,110025.0,False,26
3782,110027,H,NAP,SmPC,da,,Indberetning af formodede bivirkninger,110025.0,True,27
3783,110028,H,NAP,SmPC,da,4.9,Overdosering,110007.0,True,28
3784,110029,H,NAP,SmPC,da,,Pædiatrisk population,110028.0,False,29
3785,110030,H,NAP,SmPC,da,5,FARMAKOLOGISKE EGENSKABER,110001.0,True,30
3786,110031,H,NAP,SmPC,da,5.1,Farmakodynamiske egenskaber,110030.0,True,31
3787,110032,H,NAP,SmPC,da,,Virkningsmekanisme,110031.0,False,32
3788,110033,H,NAP,SmPC,da,,Farmakodynamisk virkning,110031.0,False,33
3789,110034,H,NAP,SmPC,da,,Klinisk virkning og sikkerhed,110031.0,False,34
3790,110035,H,NAP,SmPC,da,,Pædiatrisk population,110031.0,False,35
3791,110036,H,NAP,SmPC,da,5.2,Farmakokinetiske egenskaber,110030.0,True,36
3792,110037,H,NAP,SmPC,da,,Absorption,110036.0,False,37
3793,110038,H,NAP,SmPC,da,,Fordeling,110036.0,False,38
3794,110039,H,NAP,SmPC,da,,Biotransformation,110036.0,False,39
3795,110040,H,NAP,SmPC,da,,Elimination,110036.0,False,40
3796,110041,H,NAP,SmPC,da,,Linearitet/non-linearitet,110036.0,False,41
3797,110042,H,NAP,SmPC,da,,Farmakokinetiske/farmakodynamiske forhold,110036.0,False,42
3798,110043,H,NAP,SmPC,da,5.3,Non-kliniske sikkerhedsdata,110030.0,True,43
3799,110044,H,NAP,SmPC,da,,Miljørisikovurdering,110043.0,False,44
3800,110045,H,NAP,SmPC,da,6,FARMACEUTISKE OPLYSNINGER,110001.0,True,45
3801,110046,H,NAP,SmPC,da,6.1,Hjælpestoffer,110045.0,True,46
3802,110047,H,NAP,SmPC,da,6.2,Uforligeligheder,110045.0,True,47
3803,110048,H,NAP,SmPC,da,6.3,Opbevaringstid,110045.0,True,48
3804,110049,H,NAP,SmPC,da,6.4,Særlige opbevaringsforhold,110045.0,True,49
3805,110050,H,NAP,SmPC,da,6.5,Emballagetype og pakningsstørrelser,110045.0,True,50
3806,110051,H,NAP,SmPC,da,6.6,Regler for bortskaffelse <og anden håndtering>,110045.0,True,51
3807,110052,H,NAP,SmPC,da,,Brug i den pædiatriske population,110051.0,False,52
3808,110053,H,NAP,SmPC,da,7,INDEHAVER AF MARKEDSFØRINGSTILLADELSEN,110001.0,True,53
3809,110054,H,NAP,SmPC,da,8,MARKEDSFØRINGSTILLADELSESNUMMER (-NUMRE),110001.0,True,54
3810,110055,H,NAP,SmPC,da,9,DATO FOR FØRSTE MARKEDSFØRINGSTILLADELSE/FORNYELSE AF TILLADELSEN,110001.0,True,55
3811,110056,H,NAP,SmPC,da,10,DATO FOR ÆNDRING AF TEKSTEN,110001.0,True,56
3812,110057,H,NAP,SmPC,da,11,DOSIMETRI,110001.0,False,57
3813,110058,H,NAP,SmPC,da,12,INSTRUKTIONER FOR FREMSTILLING AF RADIOAKTIVE LÆGEMIDLER,110001.0,False,58
3814,111001,H,NAP,Labelling,da,,ETIKETTERING ,,True,1
3815,111002,H,NAP,Labelling,da,,"MÆRKNING, DER SKAL ANFØRES <PÅ DEN YDRE EMBALLAGE> <OG> <PÅ DEN INDRE EMBALLAGE>",111001.0,True,2
3816,111003,H,NAP,Labelling,da,1,LÆGEMIDLETS NAVN,111002.0,True,3
3817,111004,H,NAP,Labelling,da,2,ANGIVELSE AF AKTIVT STOF/AKTIVE STOFFER,111002.0,True,4
3818,111005,H,NAP,Labelling,da,3,LISTE OVER HJÆLPESTOFFER,111002.0,True,5
3819,111006,H,NAP,Labelling,da,4,LÆGEMIDDELFORM OG INDHOLD (PAKNINGSSTØRRELSE),111002.0,True,6
3820,111007,H,NAP,Labelling,da,5,ANVENDELSESMÅDE OG ADMINISTRATIONSVEJ€,111002.0,True,7
3821,111008,H,NAP,Labelling,da,6,"SÆRLIG ADVARSEL OM, AT LÆGEMIDLET SKAL OPBEVARES UTILGÆNGELIGT FOR BØRN",111002.0,True,8
3822,111009,H,NAP,Labelling,da,7,EVENTUELLE ANDRE SÆRLIGE ADVARSLER,111002.0,True,9
3823,111010,H,NAP,Labelling,da,8,UDLØBSDATO,111002.0,True,10
3824,111011,H,NAP,Labelling,da,9,SÆRLIGE OPBEVARINGSBETINGELSER,111002.0,True,11
3825,111012,H,NAP,Labelling,da,10,EVENTUELLE SÆRLIGE FORHOLDSREGLER VED BORTSKAFFELSE AF IKKE ANVENDT LÆGEMIDDEL SAMT AFFALD HERAF,111002.0,True,12
3826,111013,H,NAP,Labelling,da,11,NAVN OG ADRESSE PÅ INDEHAVEREN AF MARKEDSFØRINGSTILLADELSEN,111002.0,True,13
3827,111014,H,NAP,Labelling,da,12,MARKEDSFØRINGSTILLADELSESNUMMER (-NUMRE),111002.0,True,14
3828,111015,H,NAP,Labelling,da,13,BATCHNUMMER ,111002.0,True,15
3829,111016,H,NAP,Labelling,da,14,GENEREL KLASSIFIKATION FOR UDLEVERING ,111002.0,True,16
3830,111017,H,NAP,Labelling,da,15,INSTRUKTIONER VEDRØRENDE ANVENDELSEN,111002.0,True,17
3831,111018,H,NAP,Labelling,da,16,INFORMATION I BRAILLESKRIFT,111002.0,True,18
3832,111019,H,NAP,Labelling,da,17,ENTYDIG IDENTIFIKATOR – 2D-STREGKODE,111002.0,True,19
3833,111020,H,NAP,Labelling,da,18,ENTYDIG IDENTIFIKATOR - MENNESKELIGT LÆSBARE DATA,111002.0,True,20
3834,111021,H,NAP,Labelling,da,,MINDSTEKRAV TIL MÆRKNING PÅ BLISTER ELLER STRIP,111001.0,True,21
3835,111022,H,NAP,Labelling,da,1,LÆGEMIDLETS NAVN,111021.0,True,22
3836,111023,H,NAP,Labelling,da,2,NAVN PÅ INDEHAVEREN AF MARKEDSFØRINGSTILLADELSEN,111021.0,True,23
3837,111024,H,NAP,Labelling,da,3,UDLØBSDATO,111021.0,True,24
3838,111025,H,NAP,Labelling,da,4,BATCHNUMMER,111021.0,True,25
3839,111026,H,NAP,Labelling,da,5,ANDET,111021.0,True,26
3840,111027,H,NAP,Labelling,da,,MINDSTEKRAV TIL MÆRKNING PÅ SMÅ INDRE EMBALLAGER,111001.0,True,27
3841,111028,H,NAP,Labelling,da,1,LÆGEMIDLETS NAVN OG ADMINISTRATIONSVEJ€,111027.0,True,28
3842,111029,H,NAP,Labelling,da,2,ADMINISTRATIONSMETODE,111027.0,True,29
3843,111030,H,NAP,Labelling,da,3,UDLØBSDATO,111027.0,True,30
3844,111031,H,NAP,Labelling,da,4,BATCHNUMMER,111027.0,True,31
3845,111032,H,NAP,Labelling,da,5,"INDHOLD ANGIVET SOM VÆGT, VOLUMEN ELLER ENHEDER",111027.0,True,32
3846,111033,H,NAP,Labelling,da,6,ANDET,111027.0,True,33
3847,112001,H,NAP,Package leaflet,da,,INDLÆGSSEDDEL,,True,1
3848,112002,H,NAP,Package leaflet,da,,"q Dette lægemiddel er underlagt supplerende overvågning. Dermed kan der hurtigt tilvejebringes nye oplysninger om sikkerheden. <De> <Du> kan hjælpe ved at indberette alle de bivirkninger, <De> <du> får. Se sidst i <afsnit> <punkt> 4, hvordan <De> <du> indberetter bivirkninger",112001.0,False,2
3849,112003,H,NAP,Package leaflet,da,,Oversigt over indlægssedlen,112001.0,True,3
3850,112004,H,NAP,Package leaflet,da,1,Virkning og anvendelse,112001.0,True,4
3851,112005,H,NAP,Package leaflet,da,2,"Det skal <De> <du> vide, før <De> <du> begynder at <tage> <bruge> {X}",112001.0,True,5
3852,112006,H,NAP,Package leaflet,da,,<Tag> <Brug> ikke {X},112005.0,True,6
3853,112007,H,NAP,Package leaflet,da,,Advarsler og forsigtighedsregler,112005.0,True,7
3854,112008,H,NAP,Package leaflet,da,,Børn <og unge> ,112005.0,True,8
3855,112009,H,NAP,Package leaflet,da,,Brug af anden medicin sammen med {X},112005.0,True,9
3856,112010,H,NAP,Package leaflet,da,,"Brug af {X} sammen med <mad> <og> <,> <drikke> <og> <alkohol>",112005.0,True,10
3857,112011,H,NAP,Package leaflet,da,,"Graviditet <og> <,> amning <og frugtbarhed>",112005.0,True,11
3858,112012,H,NAP,Package leaflet,da,,Trafik- og arbejdssikkerhed,112005.0,True,12
3859,112013,H,NAP,Package leaflet,da,,"{X} indeholder {nævn de(t) hjælpestof(fer), hvor advarsel er påkrævet}",112005.0,False,13
3860,112014,H,NAP,Package leaflet,da,3,Sådan skal <De> <du> <tage> <bruge> {X},112001.0,True,14
3861,112015,H,NAP,Package leaflet,da,,Brug til børn <og unge>,112014.0,False,15
3862,112016,H,NAP,Package leaflet,da,,Hvis <De> <du> har <taget> <brugt> for meget {X},112014.0,False,16
3863,112017,H,NAP,Package leaflet,da,,Hvis <De> <du> har glemt at <tage> <bruge> {X},112014.0,False,17
3864,112018,H,NAP,Package leaflet,da,,Hvis <De> <du> holder op med at <tage> <bruge> {X},112014.0,False,18
3865,112019,H,NAP,Package leaflet,da,4,Bivirkninger,112001.0,True,19
3866,112020,H,NAP,Package leaflet,da,,Hos børn <og unge> kan endvidere ses følgende bivirkninger:,112019.0,False,20
3867,112021,H,NAP,Package leaflet,da,,Indberetning af bivirkninger,112019.0,True,21
3868,112022,H,NAP,Package leaflet,da,5,Opbevaring,112001.0,True,22
3869,112023,H,NAP,Package leaflet,da,6,Pakningsstørrelser og yderligere oplysninger,112001.0,True,23
3870,112024,H,NAP,Package leaflet,da,,{X} indeholder:,112023.0,True,24
3871,112025,H,NAP,Package leaflet,da,,Udseende og pakningsstørrelser,112023.0,True,25
3872,112026,H,NAP,Package leaflet,da,,Indehaver af markedsføringstilladelsen og fremstiller,112023.0,True,26
3873,112027,H,NAP,Package leaflet,da,,Dette lægemiddel er godkendt i EEAs medlemslande under følgende navne:,112023.0,False,27
3874,112028,H,NAP,Package leaflet,da,,Denne indlægsseddel blev senest ændret <{MM/ÅÅÅÅ}> <{måned ÅÅÅÅ}.>,112023.0,True,28
3875,112029,H,NAP,Package leaflet,da,,Andre informationskilder,112023.0,False,29
3876,112030,H,NAP,Package leaflet,da,,Nedenstående oplysninger er til læger og sundhedspersonale:,112001.0,False,30
3877,113001,H,NAP,SmPC,de,,ZUSAMMENFASSUNG DER MERKMALE DES ARZNEIMITTELS,,True,1
3878,113002,H,NAP,SmPC,de,,"Dieses Arzneimittel unterliegt einer zusätzlichen Überwachung. Dies ermöglicht eine schnelle Identifizierung neuer Erkenntnisse über die Sicherheit. Angehörige von Gesundheitsberufen sind aufgefordert, jeden Verdachtsfall einer Nebenwirkung zu melden. Hinweise zur Meldung von Nebenwirkungen, siehe Abschnitt 4.8.",113001.0,False,2
3879,113003,H,NAP,SmPC,de,1,BEZEICHNUNG DES ARZNEIMITTELS,113001.0,True,3
3880,113004,H,NAP,SmPC,de,2,QUALITATIVE UND QUANTITATIVE ZUSAMMENSETZUNG,113001.0,True,4
3881,113005,H,NAP,SmPC,de,,Sonstige(r) Bestandteil(e) mit bekannter Wirkung,113004.0,False,5
3882,113006,H,NAP,SmPC,de,3,DARREICHUNGSFORM,113001.0,True,6
3883,113007,H,NAP,SmPC,de,4,KLINISCHE ANGABEN,113001.0,True,7
3884,113008,H,NAP,SmPC,de,4.1,Anwendungsgebiete,113007.0,True,8
3885,113009,H,NAP,SmPC,de,4.2,Dosierung und Art der Anwendung,113007.0,True,9
3886,113010,H,NAP,SmPC,de,,Dosierung,113009.0,True,10
3887,113011,H,NAP,SmPC,de,,Kinder und Jugendliche,113010.0,True,11
3888,113012,H,NAP,SmPC,de,,Art der Anwendung,113009.0,True,12
3889,113013,H,NAP,SmPC,de,,Vorsichtsmaßnahmen vor / bei der Handhabung bzw. vor / während der Anwendung des Arzneimittels,113012.0,False,13
3890,113014,H,NAP,SmPC,de,4.3,Gegenanzeigen,113007.0,True,14
3891,113015,H,NAP,SmPC,de,4.4,Besondere Warnhinweise und Vorsichtsmaßnahmen für die Anwendung,113007.0,True,15
3892,113016,H,NAP,SmPC,de,,Rückverfolgbarkeit,113015.0,False,16
3893,113017,H,NAP,SmPC,de,,Kinder und Jugendliche,113015.0,False,17
3894,113018,H,NAP,SmPC,de,4.5,Wechselwirkungen mit anderen Arzneimitteln und sonstige Wechselwirkungen,113007.0,True,18
3895,113019,H,NAP,SmPC,de,,Kinder und Jugendliche,113018.0,False,19
3896,113020,H,NAP,SmPC,de,4.6,"Fertilität, Schwangerschaft und Stillzeit",113007.0,True,20
3897,113021,H,NAP,SmPC,de,,Schwangerschaft,113020.0,False,21
3898,113022,H,NAP,SmPC,de,,Stillzeit,113020.0,False,22
3899,113023,H,NAP,SmPC,de,,Fertilität,113020.0,False,23
3900,113024,H,NAP,SmPC,de,4.7,Auswirkungen auf die Verkehrstüchtigkeit und die Fähigkeit zum Bedienen von Maschinen,113007.0,True,24
3901,113025,H,NAP,SmPC,de,4.8,Nebenwirkungen,113007.0,True,25
3902,113026,H,NAP,SmPC,de,,Kinder und Jugendliche,113025.0,False,26
3903,113027,H,NAP,SmPC,de,,Meldung des Verdachts auf Nebenwirkungen,113025.0,True,27
3904,113028,H,NAP,SmPC,de,4.9,Überdosierung,113007.0,True,28
3905,113029,H,NAP,SmPC,de,,Kinder und Jugendliche,113028.0,False,29
3906,113030,H,NAP,SmPC,de,5,PHARMAKOLOGISCHE EIGENSCHAFTEN,113001.0,True,30
3907,113031,H,NAP,SmPC,de,5.1,Pharmakodynamische Eigenschaften,113030.0,True,31
3908,113032,H,NAP,SmPC,de,,Wirkmechanismus,113031.0,False,32
3909,113033,H,NAP,SmPC,de,,Pharmakodynamische Wirkungen,113031.0,False,33
3910,113034,H,NAP,SmPC,de,,Klinische Wirksamkeit und Sicherheit,113031.0,False,34
